industry,quarter,nominal_production_yoy,production,production_masked,grade,ppi_level,component_id,ppi_item,ppi_index,ppi_index_yoy_pct,ppi_index_complete_quarter,ppi_adjusted_production_yoy,ppi_mapping_grade,ppi_mapping_uncertainty,ppi_index_incomplete_quarter
섬유의복,2024Q4,,9.9792,0,A,lv4,,섬유및의복,116.41,0.031508,True,,A,대분류 직접 대응,-2
운송장비,2024Q4,,53588.47858727274,0,A,lv3,,운송장비,107.983333,1.386455,True,,A,대분류 직접 대응,-2
음식료,2024Q4,,1582.54,0,A,lv3,,음식료품,122.4,1.084623,True,,A,대분류 직접 대응,-2
전기전자,2024Q4,,34606.54549375001,0,C,lv3,c1,전기장비,124.99,2.926079,True,,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
전기전자,2024Q4,,34606.54549375001,0,C,lv3,c2,컴퓨터전자및광학기기,97.296667,2.073717,True,,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
철강,2024Q4,,14687.109940000002,0,B,lv4,,철강1차제품,130.886667,-5.410484,True,,B,상위 범주가 넓어 범위 과대·과소 가능,-2
기계,2025Q1,15.94577716701846,58847.16777272728,0,A,lv3,,기계및장비,111.323333,1.181568,True,14.591797161137542,A,대분류 직접 대응,-2
기타,2025Q1,3.3712157387068897,81.18,0,,,,,,,,,D,대응 항목 없음 — 조정 생산 산출 불가,-1
목재종이,2025Q1,129.15237323021267,183.7,0,A,lv3,,목재및종이제품,123.513333,2.181287,True,124.26060578999429,A,대분류 직접 대응,-2
비금속,2025Q1,-32.3159599021668,98.24,0,A,lv3,,비금속광물제품,128.81,-1.067588,True,-31.585575718265922,A,대분류 직접 대응,-2
석유화학,2025Q1,-43.3165126333038,478.24,0,C,lv3,c1,화학제품,124.453333,0.452002,True,-43.57157026427786,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
석유화학,2025Q1,-43.3165126333038,478.24,0,C,lv3,c2,석탄및석유제품,195.83,0.811655,True,-43.77288284108004,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
섬유의복,2025Q1,-4.896309314586988,8.1171,0,A,lv4,,섬유및의복,116.096667,-0.300567,True,-4.609597242731556,A,대분류 직접 대응,-2
운송장비,2025Q1,6.304594063666169,39050.48430555556,0,A,lv3,,운송장비,108.266667,1.28477,True,4.956148948816463,A,대분류 직접 대응,-2
음식료,2025Q1,-12.937596117034044,1341.71,0,A,lv3,,음식료품,123.28,1.816981,True,-14.491273432114482,A,대분류 직접 대응,-2
전기전자,2025Q1,4.325631703897304,37044.858888888906,0,C,lv3,c1,전기장비,126.24,3.151301,True,1.1384545735368734,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
전기전자,2025Q1,4.325631703897304,37044.858888888906,0,C,lv3,c2,컴퓨터전자및광학기기,98.03,1.951744,True,2.328442467739733,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
철강,2025Q1,-11.307054276940642,13044.26,0,B,lv4,,철강1차제품,131.57,-2.761628,True,-8.788121500985879,B,상위 범주가 넓어 범위 과대·과소 가능,-2
기계,2025Q2,21.41755812200161,66747.17383,0,A,lv3,,기계및장비,111.783333,1.298897,True,19.860691199827762,A,대분류 직접 대응,-2
