industry,quarter,nominal_production_yoy,production,production_masked,grade,ppi_level,component_id,ppi_item,ppi_index,ppi_index_yoy_pct,ppi_index_complete_quarter,ppi_adjusted_production_yoy,ppi_mapping_grade,ppi_mapping_uncertainty,ppi_index_incomplete_quarter
기타,2025Q2,2.4066200243261004,82.09,0,,,,,,,,,D,대응 항목 없음 — 조정 생산 산출 불가,-1
목재종이,2025Q2,135.46213292117466,190.43,0,A,lv3,,목재및종이제품,122.763333,1.278737,True,132.48920740507916,A,대분류 직접 대응,-2
비금속,2025Q2,-37.9264251301902,111.45,0,A,lv3,,비금속광물제품,128.56,-0.858568,True,-37.388865968962605,A,대분류 직접 대응,-2
석유화학,2025Q2,-50.165702264397424,449.49,0,C,lv3,c1,화학제품,122.576667,-2.383797,True,-48.94874395431814,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
석유화학,2025Q2,-50.165702264397424,449.49,0,C,lv3,c2,석탄및석유제품,178.05,-9.100965,True,-45.17620815710247,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
섬유의복,2025Q2,-2.847396768402155,8.1171,0,A,lv4,,섬유및의복,116.08,-0.48011,True,-2.378707179441375,A,대분류 직접 대응,-2
운송장비,2025Q2,-1.1127267990946987,39202.48792,0,A,lv3,,운송장비,108.316667,1.1549,True,-2.241736978727382,A,대분류 직접 대응,-2
음식료,2025Q2,-18.541992891407546,1310.92,0,A,lv3,,음식료품,124.67,2.651297,True,-20.645905615208683,A,대분류 직접 대응,-2
전기전자,2025Q2,-3.498117545216406,33655.73,0,C,lv3,c1,전기장비,125.593333,-0.015922,True,-3.4827500686823387,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
전기전자,2025Q2,-3.498117545216406,33655.73,0,C,lv3,c2,컴퓨터전자및광학기기,97.106667,-0.769807,True,-2.749476205509749,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
철강,2025Q2,1.369630686482437,15438.65,0,B,lv4,,철강1차제품,131.61,-2.648125,True,4.127044996804052,B,상위 범주가 넓어 범위 과대·과소 가능,-2
기계,2025Q3,-0.0965560400941645,54619.3335,0,A,lv3,,기계및장비,111.77,0.826918,True,-0.9159002956870888,A,대분류 직접 대응,-2
기타,2025Q3,3.119785927908092,81.89,0,,,,,,,,,D,대응 항목 없음 — 조정 생산 산출 불가,-1
목재종이,2025Q3,129.23234653338457,178.87,0,A,lv3,,목재및종이제품,122.23,-0.469573,True,130.31383813251858,A,대분류 직접 대응,-2
비금속,2025Q3,-46.38706602632253,73.12,0,A,lv3,,비금속광물제품,127.986667,-0.890529,True,-45.905337368133594,A,대분류 직접 대응,-2
석유화학,2025Q3,-44.48493192959134,467.72,0,C,lv3,c1,화학제품,122.29,-1.646068,True,-43.555822383991064,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
석유화학,2025Q3,-44.48493192959134,467.72,0,C,lv3,c2,석탄및석유제품,180.0,-5.115004,True,-41.49225861757041,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
섬유의복,2025Q3,-26.8400180261379,8.1171,0,A,lv4,,섬유및의복,116.126667,-0.048773,True,-26.804318296300554,A,대분류 직접 대응,-2
운송장비,2025Q3,4.627688865697821,43309.09042,0,A,lv3,,운송장비,109.153333,1.512803,True,3.0684660196978353,A,대분류 직접 대응,-2
음식료,2025Q3,-17.463678355900235,1352.63,0,A,lv3,,음식료품,125.6,3.015556,True,-19.87974938066659,A,대분류 직접 대응,-2
전기전자,2025Q3,-0.5693871998398992,33382.45889,0,C,lv3,c1,전기장비,125.05,0.468666,True,-1.033210891682279,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
전기전자,2025Q3,-0.5693871998398992,33382.45889,0,C,lv3,c2,컴퓨터전자및광학기기,97.096667,-0.918399,True,0.3522468315384941,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
철강,2025Q3,11.980076752368252,15478.16,0,B,lv4,,철강1차제품,130.84,-2.675361,True,15.05830168285367,B,상위 범주가 넓어 범위 과대·과소 가능,-2
기계,2025Q4,3.707439849329264,54735.27441,0,A,lv3,,기계및장비,112.023333,0.985607,True,2.6952680982837984,A,대분류 직접 대응,-2
기타,2025Q4,5.616902725065187,84.06,0,,,,,,,,,D,대응 항목 없음 — 조정 생산 산출 불가,-1
목재종이,2025Q4,180.21049274437888,175.72,0,A,lv3,,목재및종이제품,122.32,-1.563883,True,184.6622777129444,A,대분류 직접 대응,-2
비금속,2025Q4,31.884700665188493,133.83,0,A,lv3,,비금속광물제품,127.613333,-1.13114,True,33.39356867793204,A,대분류 직접 대응,-2
석유화학,2025Q4,-38.83673994295156,439.93,0,C,lv3,c1,화학제품,123.063333,0.108463,True,-38.903007573846736,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
석유화학,2025Q4,-38.83673994295156,439.93,0,C,lv3,c2,석탄및석유제품,183.48,-1.766784,True,-37.73668159551201,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
섬유의복,2025Q4,-18.659812409812403,8.1171,0,A,lv4,,섬유및의복,116.49,0.068723,True,-18.715673437555914,A,대분류 직접 대응,-2
운송장비,2025Q4,-13.761383046661424,46213.96278,0,A,lv3,,운송장비,109.393333,1.305757,True,-14.87293564832789,A,대분류 직접 대응,-2
음식료,2025Q4,-15.288713081501893,1340.59,0,A,lv3,,음식료품,125.673333,2.674292,True,-17.49513410961908,A,대분류 직접 대응,-2
전기전자,2025Q4,0.5775755522494652,34806.42444,0,C,lv3,c1,전기장비,128.08,2.472198,True,-1.8489136416792173,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
전기전자,2025Q4,0.5775755522494652,34806.42444,0,C,lv3,c2,컴퓨터전자및광학기기,103.006667,5.868649,True,-4.997771765039271,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
철강,2025Q4,4.7096403773498,15378.82,0,B,lv4,,철강1차제품,130.57,-0.24194,True,4.9635892852665675,B,상위 범주가 넓어 범위 과대·과소 가능,-2
기계,2026Q1,-9.626244330726308,53182.39562121213,0,A,lv3,,기계및장비,112.393333,0.961164,True,-10.48661476478847,A,대분류 직접 대응,-2
기타,2026Q1,5.395417590539542,85.56,0,,,,,,,,,D,대응 항목 없음 — 조정 생산 산출 불가,-1
목재종이,2026Q1,-14.28960261295591,157.45,0,A,lv3,,목재및종이제품,122.7,-0.658498,True,-13.721460153638422,A,대분류 직접 대응,-2
비금속,2026Q1,40.920195439739416,138.44,0,A,lv3,,비금속광물제품,127.403333,-1.092048,True,42.47610287162695,A,대분류 직접 대응,-2
석유화학,2026Q1,-10.036801605888256,430.24,0,C,lv3,c1,화학제품,128.043333,2.884615,True,-12.55913394426198,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
석유화학,2026Q1,-10.036801605888256,430.24,0,C,lv3,c2,석탄및석유제품,199.303333,1.773647,True,-11.604623548459703,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
섬유의복,2026Q1,-9.2397531137968,7.367100000000001,0,A,lv4,,섬유및의복,117.363333,1.091045,True,-10.21930094183594,A,대분류 직접 대응,-2
운송장비,2026Q1,20.119787815833988,46907.35888888889,0,A,lv3,,운송장비,109.76,1.37931,True,18.4855053914196,A,대분류 직접 대응,-2
음식료,2026Q1,3.367344657191196,1386.89,0,A,lv3,,음식료품,125.576667,1.862968,True,1.4768631689498601,A,대분류 직접 대응,-2
전기전자,2026Q1,-7.049417233574484,34433.41222222222,0,C,lv3,c1,전기장비,131.443333,4.121779,True,-10.728971729895697,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
전기전자,2026Q1,-7.049417233574484,34433.41222222222,0,C,lv3,c2,컴퓨터전자및광학기기,108.77,10.95583,True,-16.227400789642587,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
철강,2026Q1,53.82520740923593,20065.36,0,B,lv4,,철강1차제품,132.816667,0.947531,True,52.3813469090551,B,상위 범주가 넓어 범위 과대·과소 가능,-2
기계,2026Q2,-19.547350877543444,53699.86956060604,0,A,lv3,,기계및장비,113.19,1.258387,True,-20.547174899737886,A,대분류 직접 대응,-2
기타,2026Q2,3.033256182238997,84.58,0,,,,,,,,,D,대응 항목 없음 — 조정 생산 산출 불가,-1
목재종이,2026Q2,-12.897127553431709,165.87,0,A,lv3,,목재및종이제품,126.23,2.823862,True,-15.289242445913676,A,대분류 직접 대응,-2
비금속,2026Q2,45.67070435172722,162.35,0,A,lv3,,비금속광물제품,132.95,3.414748,True,40.860667524642835,A,대분류 직접 대응,-2
석유화학,2026Q2,-6.729849384858399,419.24,0,C,lv3,c1,화학제품,146.056667,19.155359,True,-21.723914561709645,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
석유화학,2026Q2,-6.729849384858399,419.24,0,C,lv3,c2,석탄및석유제품,304.92,71.255265,True,-45.537352901155124,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
섬유의복,2026Q2,-12.319670818395734,7.117100000000001,0,A,lv4,,섬유및의복,119.98,3.359752,True,-15.169756617058972,A,대분류 직접 대응,-2
운송장비,2026Q2,19.64333200865325,46903.16277777778,0,A,lv3,,운송장비,110.536667,2.049546,True,17.240435355443175,A,대분류 직접 대응,-2
음식료,2026Q2,0.8734323986208103,1322.37,0,A,lv3,,음식료품,126.746667,1.665731,True,-0.7793172719912755,A,대분류 직접 대응,-2
전기전자,2026Q2,2.697876409158262,34563.72,0,C,lv3,c1,전기장비,136.006667,8.291311,True,-5.165173954576785,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
전기전자,2026Q2,2.697876409158262,34563.72,0,C,lv3,c2,컴퓨터전자및광학기기,117.483333,20.983798,True,-15.114355717979478,C,복수 후보만 존재 — 가중치 근거 없음. 밴드로만 해석,-2
철강,2026Q2,32.648709569813406,20479.17,0,B,lv4,,철강1차제품,139.35,5.881012,True,25.280923429229606,B,상위 범주가 넓어 범위 과대·과소 가능,-2
