indicator,industry,month,value,vintage,quarter,value_lag12,vintage_lag12,yoy_pct,vintage_consistent
production,철강,2021-03,5131.076667,portal_raw,2021Q1,4395.0,portal_raw,16.748047030716727,True
production,철강,2021-04,5180.98,portal_raw,2021Q2,4202.0,portal_raw,23.297953355544966,True
production,철강,2021-05,4988.383333,portal_raw,2021Q2,4081.0,portal_raw,22.23433798088703,True
production,철강,2021-06,5673.406667,portal_raw,2021Q2,4173.0,portal_raw,35.95510824346992,True
production,철강,2021-07,5732.08,portal_raw,2021Q3,4310.0,portal_raw,32.99489559164732,True
production,철강,2021-08,5099.796667,portal_raw,2021Q3,4208.0,portal_raw,21.192886573193913,True
production,철강,2021-09,5276.81,portal_raw,2021Q3,4529.0,portal_raw,16.511591962905726,True
production,철강,2021-10,5806.176667,portal_raw,2021Q4,4649.0,portal_raw,24.890872596257264,True
production,철강,2021-11,5816.016667,portal_raw,2021Q4,4799.0,portal_raw,21.19226228380913,True
production,철강,2021-12,6476.386667,portal_raw,2021Q4,5192.0,portal_raw,24.73780175269644,True
production,철강,2022-01,5698.416667,portal_raw,2022Q1,4473.24,portal_raw,27.389021536962034,True
production,철강,2022-02,5562.926667,portal_raw,2022Q1,4147.643333,portal_raw,34.12259011616416,True
production,철강,2022-03,6928.446667,portal_raw,2022Q1,5131.076667,portal_raw,35.02910045292449,True
production,철강,2022-04,6484.93,portal_raw,2022Q2,5180.98,portal_raw,25.16801840578424,True
production,철강,2022-05,6805.68,portal_raw,2022Q2,4988.383333,portal_raw,36.43057370867855,True
production,철강,2022-06,6804.71,portal_raw,2022Q2,5673.406667,portal_raw,19.94045904694883,True
production,철강,2022-07,6175.44,portal_raw,2022Q3,5732.08,portal_raw,7.734714100291695,True
production,철강,2022-08,5669.093333,portal_raw,2022Q3,5099.796667,portal_raw,11.163124790520197,True
production,철강,2022-09,5739.866667,portal_raw,2022Q3,5276.81,portal_raw,8.775314385016708,True
production,철강,2022-10,5153.204166666666,annual_revision,2022Q4,5806.176667,portal_raw,-11.246170032072389,False
production,철강,2022-11,4819.058166666667,annual_revision,2022Q4,5816.016667,portal_raw,-17.141603221154135,False
production,철강,2022-12,5369.212166666667,annual_revision,2022Q4,6476.386667,portal_raw,-17.09555894762842,False
production,철강,2023-01,4998.904166666666,annual_revision,2023Q1,5698.416667,portal_raw,-12.27555900543863,False
production,철강,2023-02,5171.3341666666665,annual_revision,2023Q1,5562.926667,portal_raw,-7.03932522886398,False
production,철강,2023-03,5954.474166666666,annual_revision,2023Q1,6928.446667,portal_raw,-14.057588188884218,False
production,철강,2023-04,5787.652166666666,annual_revision,2023Q2,6484.93,portal_raw,-10.752280029751049,False
production,철강,2023-05,5483.496166666667,annual_revision,2023Q2,6805.68,portal_raw,-19.42765209844326,False
production,철강,2023-06,6112.386166666666,annual_revision,2023Q2,6804.71,portal_raw,-10.174185723320084,False
production,철강,2023-07,5906.872166666667,annual_revision,2023Q3,6175.44,portal_raw,-4.348966767280271,False
production,철강,2023-08,4660.108166666667,annual_revision,2023Q3,5669.093333,portal_raw,-17.797998852126728,False
production,철강,2023-09,5276.780166666666,annual_revision,2023Q3,5739.866667,portal_raw,-8.0678964721557,False
production,철강,2023-10,4780.148166666667,annual_revision,2023Q4,5153.204166666666,annual_revision,-7.239301761282824,True
production,철강,2023-11,4861.6641666666665,annual_revision,2023Q4,4819.058166666667,annual_revision,0.884114665697644,True
production,철강,2023-12,,annual_revision,2023Q4,5369.212166666667,annual_revision,,True
production,철강,2024-01,5058.272166666667,annual_revision,2024Q1,4998.904166666666,annual_revision,1.1876202867795227,True
production,철강,2024-02,4443.652166666666,annual_revision,2024Q1,5171.3341666666665,annual_revision,-14.07145577035973,True
production,철강,2024-03,5205.288166666667,annual_revision,2024Q1,5954.474166666666,annual_revision,-12.581900248958434,True
