indicator,industry,month,value,vintage,quarter,value_lag12,vintage_lag12,yoy_pct,vintage_consistent
employment,기계,2022-10,60644.0,annual_revision,2022Q4,,,,
employment,기계,2022-11,60693.0,annual_revision,2022Q4,,,,
employment,기계,2022-12,60589.0,annual_revision,2022Q4,,,,
employment,기계,2023-01,56565.0,annual_revision,2023Q1,,,,
employment,기계,2023-02,56428.0,annual_revision,2023Q1,,,,
employment,기계,2023-03,56683.0,annual_revision,2023Q1,,,,
employment,기계,2023-04,56651.0,annual_revision,2023Q2,,,,
employment,기계,2023-05,56771.0,annual_revision,2023Q2,,,,
employment,기계,2023-06,56736.0,annual_revision,2023Q2,,,,
employment,기계,2023-07,56595.0,annual_revision,2023Q3,,,,
employment,기계,2023-08,56527.0,annual_revision,2023Q3,,,,
employment,기계,2023-09,56526.0,annual_revision,2023Q3,,,,
employment,기계,2023-10,56778.0,annual_revision,2023Q4,60644.0,annual_revision,-6.374909306773957,True
employment,기계,2023-11,56482.0,annual_revision,2023Q4,60693.0,annual_revision,-6.938197156179459,True
employment,기계,2023-12,56487.0,annual_revision,2023Q4,60589.0,annual_revision,-6.770205812936336,True
employment,기계,2024-01,56405.0,annual_revision,2024Q1,56565.0,annual_revision,-0.2828604260585177,True
employment,기계,2024-02,56426.0,annual_revision,2024Q1,56428.0,annual_revision,-0.0035443396895207258,True
employment,기계,2024-03,56321.0,annual_revision,2024Q1,56683.0,annual_revision,-0.6386394509817706,True
employment,기타,2022-10,158.0,annual_revision,2022Q4,,,,
employment,기타,2022-11,158.0,annual_revision,2022Q4,,,,
employment,기타,2022-12,158.0,annual_revision,2022Q4,,,,
employment,기타,2023-01,147.0,annual_revision,2023Q1,,,,
employment,기타,2023-02,147.0,annual_revision,2023Q1,,,,
employment,기타,2023-03,147.0,annual_revision,2023Q1,,,,
employment,기타,2023-04,147.0,annual_revision,2023Q2,,,,
employment,기타,2023-05,159.0,annual_revision,2023Q2,,,,
employment,기타,2023-06,158.0,annual_revision,2023Q2,,,,
employment,기타,2023-07,170.0,annual_revision,2023Q3,,,,
employment,기타,2023-08,170.0,annual_revision,2023Q3,,,,
employment,기타,2023-09,170.0,annual_revision,2023Q3,,,,
employment,기타,2023-10,170.0,annual_revision,2023Q4,158.0,annual_revision,7.594936708860756,True
employment,기타,2023-11,170.0,annual_revision,2023Q4,158.0,annual_revision,7.594936708860756,True
employment,기타,2023-12,170.0,annual_revision,2023Q4,158.0,annual_revision,7.594936708860756,True
employment,기타,2024-01,170.0,annual_revision,2024Q1,147.0,annual_revision,15.646258503401356,True
employment,기타,2024-02,170.0,annual_revision,2024Q1,147.0,annual_revision,15.646258503401356,True
employment,기타,2024-03,173.0,annual_revision,2024Q1,147.0,annual_revision,17.68707482993197,True
employment,목재종이,2022-10,266.0,annual_revision,2022Q4,,,,
employment,목재종이,2022-11,266.0,annual_revision,2022Q4,,,,
employment,목재종이,2022-12,263.0,annual_revision,2022Q4,,,,
employment,목재종이,2023-01,259.0,annual_revision,2023Q1,,,,
employment,목재종이,2023-02,258.0,annual_revision,2023Q1,,,,
employment,목재종이,2023-03,258.0,annual_revision,2023Q1,,,,
employment,목재종이,2023-04,259.0,annual_revision,2023Q2,,,,
employment,목재종이,2023-05,258.0,annual_revision,2023Q2,,,,
employment,목재종이,2023-06,258.0,annual_revision,2023Q2,,,,
employment,목재종이,2023-07,258.0,annual_revision,2023Q3,,,,
employment,목재종이,2023-08,252.0,annual_revision,2023Q3,,,,
employment,목재종이,2023-09,252.0,annual_revision,2023Q3,,,,
employment,목재종이,2023-10,252.0,annual_revision,2023Q4,266.0,annual_revision,-5.263157894736848,True
employment,목재종이,2023-11,266.0,annual_revision,2023Q4,266.0,annual_revision,0.0,True
employment,목재종이,2023-12,239.0,annual_revision,2023Q4,263.0,annual_revision,-9.125475285171103,True
employment,목재종이,2024-01,239.0,annual_revision,2024Q1,259.0,annual_revision,-7.722007722007717,True
employment,목재종이,2024-02,239.0,annual_revision,2024Q1,258.0,annual_revision,-7.36434108527132,True
employment,목재종이,2024-03,239.0,annual_revision,2024Q1,258.0,annual_revision,-7.36434108527132,True
employment,비금속,2022-10,258.0,annual_revision,2022Q4,,,,
employment,비금속,2022-11,257.0,annual_revision,2022Q4,,,,
employment,비금속,2022-12,257.0,annual_revision,2022Q4,,,,
employment,비금속,2023-01,281.0,annual_revision,2023Q1,,,,
employment,비금속,2023-02,258.0,annual_revision,2023Q1,,,,
employment,비금속,2023-03,256.0,annual_revision,2023Q1,,,,
employment,비금속,2023-04,256.0,annual_revision,2023Q2,,,,
employment,비금속,2023-05,257.0,annual_revision,2023Q2,,,,
employment,비금속,2023-06,251.0,annual_revision,2023Q2,,,,
employment,비금속,2023-07,251.0,annual_revision,2023Q3,,,,
employment,비금속,2023-08,251.0,annual_revision,2023Q3,,,,
employment,비금속,2023-09,251.0,annual_revision,2023Q3,,,,
employment,비금속,2023-10,251.0,annual_revision,2023Q4,258.0,annual_revision,-2.7131782945736482,True
employment,비금속,2023-11,251.0,annual_revision,2023Q4,257.0,annual_revision,-2.3346303501945553,True
employment,비금속,2023-12,251.0,annual_revision,2023Q4,257.0,annual_revision,-2.3346303501945553,True
employment,비금속,2024-01,250.0,annual_revision,2024Q1,281.0,annual_revision,-11.032028469750887,True
employment,비금속,2024-02,250.0,annual_revision,2024Q1,258.0,annual_revision,-3.100775193798455,True
employment,비금속,2024-03,250.0,annual_revision,2024Q1,256.0,annual_revision,-2.34375,True
employment,석유화학,2022-10,563.0,annual_revision,2022Q4,,,,
employment,석유화학,2022-11,566.0,annual_revision,2022Q4,,,,
employment,석유화학,2022-12,564.0,annual_revision,2022Q4,,,,
employment,석유화학,2023-01,567.0,annual_revision,2023Q1,,,,
employment,석유화학,2023-02,624.0,annual_revision,2023Q1,,,,
employment,석유화학,2023-03,624.0,annual_revision,2023Q1,,,,
employment,석유화학,2023-04,617.0,annual_revision,2023Q2,,,,
employment,석유화학,2023-05,630.0,annual_revision,2023Q2,,,,
employment,석유화학,2023-06,625.0,annual_revision,2023Q2,,,,
employment,석유화학,2023-07,625.0,annual_revision,2023Q3,,,,
employment,석유화학,2023-08,627.0,annual_revision,2023Q3,,,,
employment,석유화학,2023-09,627.0,annual_revision,2023Q3,,,,
employment,석유화학,2023-10,634.0,annual_revision,2023Q4,563.0,annual_revision,12.611012433392531,True
employment,석유화학,2023-11,634.0,annual_revision,2023Q4,566.0,annual_revision,12.014134275618371,True
employment,석유화학,2023-12,633.0,annual_revision,2023Q4,564.0,annual_revision,12.234042553191493,True
employment,석유화학,2024-01,646.0,annual_revision,2024Q1,567.0,annual_revision,13.932980599647271,True
employment,석유화학,2024-02,646.0,annual_revision,2024Q1,624.0,annual_revision,3.5256410256410353,True
employment,석유화학,2024-03,634.0,annual_revision,2024Q1,624.0,annual_revision,1.6025641025640969,True
employment,섬유의복,2022-10,65.0,annual_revision,2022Q4,,,,
employment,섬유의복,2022-11,64.0,annual_revision,2022Q4,,,,
employment,섬유의복,2022-12,64.0,annual_revision,2022Q4,,,,
employment,섬유의복,2023-01,53.0,annual_revision,2023Q1,,,,
employment,섬유의복,2023-02,53.0,annual_revision,2023Q1,,,,
employment,섬유의복,2023-03,53.0,annual_revision,2023Q1,,,,
employment,섬유의복,2023-04,52.0,annual_revision,2023Q2,,,,
employment,섬유의복,2023-05,52.0,annual_revision,2023Q2,,,,
employment,섬유의복,2023-06,44.0,annual_revision,2023Q2,,,,
employment,섬유의복,2023-07,44.0,annual_revision,2023Q3,,,,
employment,섬유의복,2023-08,39.0,annual_revision,2023Q3,,,,
employment,섬유의복,2023-09,39.0,annual_revision,2023Q3,,,,
employment,섬유의복,2023-10,39.0,annual_revision,2023Q4,65.0,annual_revision,-40.0,True
employment,섬유의복,2023-11,39.0,annual_revision,2023Q4,64.0,annual_revision,-39.0625,True
employment,섬유의복,2023-12,38.0,annual_revision,2023Q4,64.0,annual_revision,-40.625,True
employment,섬유의복,2024-01,38.0,annual_revision,2024Q1,53.0,annual_revision,-28.301886792452834,True
employment,섬유의복,2024-02,38.0,annual_revision,2024Q1,53.0,annual_revision,-28.301886792452834,True
employment,섬유의복,2024-03,38.0,annual_revision,2024Q1,53.0,annual_revision,-28.301886792452834,True
employment,운송장비,2022-10,16011.0,annual_revision,2022Q4,,,,
employment,운송장비,2022-11,16198.0,annual_revision,2022Q4,,,,
employment,운송장비,2022-12,16045.0,annual_revision,2022Q4,,,,
employment,운송장비,2023-01,16838.0,annual_revision,2023Q1,,,,
employment,운송장비,2023-02,16856.0,annual_revision,2023Q1,,,,
employment,운송장비,2023-03,16916.0,annual_revision,2023Q1,,,,
employment,운송장비,2023-04,16917.0,annual_revision,2023Q2,,,,
employment,운송장비,2023-05,16900.0,annual_revision,2023Q2,,,,
employment,운송장비,2023-06,16513.0,annual_revision,2023Q2,,,,
employment,운송장비,2023-07,16588.0,annual_revision,2023Q3,,,,
employment,운송장비,2023-08,16536.0,annual_revision,2023Q3,,,,
employment,운송장비,2023-09,16734.0,annual_revision,2023Q3,,,,
employment,운송장비,2023-10,16811.0,annual_revision,2023Q4,16011.0,annual_revision,4.996564861657604,True
employment,운송장비,2023-11,16831.0,annual_revision,2023Q4,16198.0,annual_revision,3.9078898629460346,True
employment,운송장비,2023-12,16819.0,annual_revision,2023Q4,16045.0,annual_revision,4.823932689311317,True
employment,운송장비,2024-01,16835.0,annual_revision,2024Q1,16838.0,annual_revision,-0.017816842855444825,True
employment,운송장비,2024-02,16825.0,annual_revision,2024Q1,16856.0,annual_revision,-0.18391077361177288,True
employment,운송장비,2024-03,16925.0,annual_revision,2024Q1,16916.0,annual_revision,0.05320406715536574,True
employment,음식료,2022-10,937.0,annual_revision,2022Q4,,,,
employment,음식료,2022-11,925.0,annual_revision,2022Q4,,,,
employment,음식료,2022-12,924.0,annual_revision,2022Q4,,,,
employment,음식료,2023-01,863.0,annual_revision,2023Q1,,,,
employment,음식료,2023-02,870.0,annual_revision,2023Q1,,,,
employment,음식료,2023-03,859.0,annual_revision,2023Q1,,,,
employment,음식료,2023-04,860.0,annual_revision,2023Q2,,,,
employment,음식료,2023-05,884.0,annual_revision,2023Q2,,,,
employment,음식료,2023-06,909.0,annual_revision,2023Q2,,,,
employment,음식료,2023-07,907.0,annual_revision,2023Q3,,,,
employment,음식료,2023-08,899.0,annual_revision,2023Q3,,,,
employment,음식료,2023-09,868.0,annual_revision,2023Q3,,,,
employment,음식료,2023-10,899.0,annual_revision,2023Q4,937.0,annual_revision,-4.055496264674496,True
employment,음식료,2023-11,911.0,annual_revision,2023Q4,925.0,annual_revision,-1.5135135135135092,True
employment,음식료,2023-12,913.0,annual_revision,2023Q4,924.0,annual_revision,-1.1904761904761862,True
employment,음식료,2024-01,910.0,annual_revision,2024Q1,863.0,annual_revision,5.446118192352256,True
employment,음식료,2024-02,855.0,annual_revision,2024Q1,870.0,annual_revision,-1.7241379310344862,True
employment,음식료,2024-03,878.0,annual_revision,2024Q1,859.0,annual_revision,2.211874272409786,True
employment,전기전자,2022-10,24358.0,annual_revision,2022Q4,,,,
employment,전기전자,2022-11,24305.0,annual_revision,2022Q4,,,,
employment,전기전자,2022-12,24311.0,annual_revision,2022Q4,,,,
employment,전기전자,2023-01,28466.0,annual_revision,2023Q1,,,,
employment,전기전자,2023-02,28666.0,annual_revision,2023Q1,,,,
employment,전기전자,2023-03,28812.0,annual_revision,2023Q1,,,,
employment,전기전자,2023-04,28738.0,annual_revision,2023Q2,,,,
employment,전기전자,2023-05,28737.0,annual_revision,2023Q2,,,,
employment,전기전자,2023-06,28674.0,annual_revision,2023Q2,,,,
employment,전기전자,2023-07,28839.0,annual_revision,2023Q3,,,,
employment,전기전자,2023-08,28816.0,annual_revision,2023Q3,,,,
employment,전기전자,2023-09,28830.0,annual_revision,2023Q3,,,,
employment,전기전자,2023-10,28949.0,annual_revision,2023Q4,24358.0,annual_revision,18.848017078577882,True
employment,전기전자,2023-11,28911.0,annual_revision,2023Q4,24305.0,annual_revision,18.95083316190085,True
employment,전기전자,2023-12,28777.0,annual_revision,2023Q4,24311.0,annual_revision,18.370285056147416,True
employment,전기전자,2024-01,28923.0,annual_revision,2024Q1,28466.0,annual_revision,1.605424014613921,True
employment,전기전자,2024-02,28984.0,annual_revision,2024Q1,28666.0,annual_revision,1.1093281239098474,True
employment,전기전자,2024-03,29221.0,annual_revision,2024Q1,28812.0,annual_revision,1.4195474108010586,True
employment,철강,2022-10,9046.0,annual_revision,2022Q4,,,,
employment,철강,2022-11,9199.0,annual_revision,2022Q4,,,,
employment,철강,2022-12,9158.0,annual_revision,2022Q4,,,,
employment,철강,2023-01,9107.0,annual_revision,2023Q1,,,,
employment,철강,2023-02,9131.0,annual_revision,2023Q1,,,,
employment,철강,2023-03,9115.0,annual_revision,2023Q1,,,,
employment,철강,2023-04,9127.0,annual_revision,2023Q2,,,,
employment,철강,2023-05,9120.0,annual_revision,2023Q2,,,,
employment,철강,2023-06,9192.0,annual_revision,2023Q2,,,,
employment,철강,2023-07,9194.0,annual_revision,2023Q3,,,,
employment,철강,2023-08,9191.0,annual_revision,2023Q3,,,,
employment,철강,2023-09,9191.0,annual_revision,2023Q3,,,,
employment,철강,2023-10,9221.0,annual_revision,2023Q4,9046.0,annual_revision,1.9345567101481276,True
employment,철강,2023-11,9239.0,annual_revision,2023Q4,9199.0,annual_revision,0.43482987281227015,True
employment,철강,2023-12,9184.0,annual_revision,2023Q4,9158.0,annual_revision,0.2839047827036367,True
employment,철강,2024-01,9194.0,annual_revision,2024Q1,9107.0,annual_revision,0.9553091028878802,True
employment,철강,2024-02,9183.0,annual_revision,2024Q1,9131.0,annual_revision,0.5694885554703655,True
employment,철강,2024-03,9313.0,annual_revision,2024Q1,9115.0,annual_revision,2.1722435545803664,True
firms_op,기계,2022-10,1449.0,annual_revision,2022Q4,,,,
firms_op,기계,2022-11,1454.0,annual_revision,2022Q4,,,,
firms_op,기계,2022-12,1455.0,annual_revision,2022Q4,,,,
firms_op,기계,2023-01,1450.0,annual_revision,2023Q1,,,,
firms_op,기계,2023-02,1452.0,annual_revision,2023Q1,,,,
firms_op,기계,2023-03,1455.0,annual_revision,2023Q1,,,,
firms_op,기계,2023-04,1457.0,annual_revision,2023Q2,,,,
firms_op,기계,2023-05,1457.0,annual_revision,2023Q2,,,,
firms_op,기계,2023-06,1460.0,annual_revision,2023Q2,,,,
firms_op,기계,2023-07,1460.0,annual_revision,2023Q3,,,,
firms_op,기계,2023-08,1456.0,annual_revision,2023Q3,,,,
firms_op,기계,2023-09,1456.0,annual_revision,2023Q3,,,,
firms_op,기계,2023-10,1456.0,annual_revision,2023Q4,1449.0,annual_revision,0.48309178743961567,True
firms_op,기계,2023-11,1456.0,annual_revision,2023Q4,1454.0,annual_revision,0.13755158184318717,True
firms_op,기계,2023-12,1459.0,annual_revision,2023Q4,1455.0,annual_revision,0.27491408934707806,True
firms_op,기계,2024-01,1462.0,annual_revision,2024Q1,1450.0,annual_revision,0.8275862068965578,True
firms_op,기계,2024-02,1469.0,annual_revision,2024Q1,1452.0,annual_revision,1.1707988980716344,True
firms_op,기계,2024-03,1469.0,annual_revision,2024Q1,1455.0,annual_revision,0.9621993127147732,True
firms_op,기타,2022-10,24.0,annual_revision,2022Q4,,,,
firms_op,기타,2022-11,23.0,annual_revision,2022Q4,,,,
firms_op,기타,2022-12,23.0,annual_revision,2022Q4,,,,
firms_op,기타,2023-01,23.0,annual_revision,2023Q1,,,,
firms_op,기타,2023-02,23.0,annual_revision,2023Q1,,,,
firms_op,기타,2023-03,22.0,annual_revision,2023Q1,,,,
firms_op,기타,2023-04,23.0,annual_revision,2023Q2,,,,
firms_op,기타,2023-05,23.0,annual_revision,2023Q2,,,,
firms_op,기타,2023-06,23.0,annual_revision,2023Q2,,,,
firms_op,기타,2023-07,23.0,annual_revision,2023Q3,,,,
firms_op,기타,2023-08,23.0,annual_revision,2023Q3,,,,
firms_op,기타,2023-09,23.0,annual_revision,2023Q3,,,,
firms_op,기타,2023-10,23.0,annual_revision,2023Q4,24.0,annual_revision,-4.1666666666666625,True
firms_op,기타,2023-11,23.0,annual_revision,2023Q4,23.0,annual_revision,0.0,True
firms_op,기타,2023-12,23.0,annual_revision,2023Q4,23.0,annual_revision,0.0,True
firms_op,기타,2024-01,23.0,annual_revision,2024Q1,23.0,annual_revision,0.0,True
firms_op,기타,2024-02,23.0,annual_revision,2024Q1,23.0,annual_revision,0.0,True
firms_op,기타,2024-03,23.0,annual_revision,2024Q1,22.0,annual_revision,4.545454545454541,True
firms_op,목재종이,2022-10,40.0,annual_revision,2022Q4,,,,
firms_op,목재종이,2022-11,40.0,annual_revision,2022Q4,,,,
firms_op,목재종이,2022-12,40.0,annual_revision,2022Q4,,,,
firms_op,목재종이,2023-01,40.0,annual_revision,2023Q1,,,,
firms_op,목재종이,2023-02,40.0,annual_revision,2023Q1,,,,
firms_op,목재종이,2023-03,39.0,annual_revision,2023Q1,,,,
firms_op,목재종이,2023-04,39.0,annual_revision,2023Q2,,,,
firms_op,목재종이,2023-05,39.0,annual_revision,2023Q2,,,,
firms_op,목재종이,2023-06,39.0,annual_revision,2023Q2,,,,
firms_op,목재종이,2023-07,39.0,annual_revision,2023Q3,,,,
firms_op,목재종이,2023-08,42.0,annual_revision,2023Q3,,,,
firms_op,목재종이,2023-09,43.0,annual_revision,2023Q3,,,,
firms_op,목재종이,2023-10,43.0,annual_revision,2023Q4,40.0,annual_revision,7.499999999999996,True
firms_op,목재종이,2023-11,43.0,annual_revision,2023Q4,40.0,annual_revision,7.499999999999996,True
firms_op,목재종이,2023-12,43.0,annual_revision,2023Q4,40.0,annual_revision,7.499999999999996,True
firms_op,목재종이,2024-01,43.0,annual_revision,2024Q1,40.0,annual_revision,7.499999999999996,True
firms_op,목재종이,2024-02,43.0,annual_revision,2024Q1,40.0,annual_revision,7.499999999999996,True
firms_op,목재종이,2024-03,43.0,annual_revision,2024Q1,39.0,annual_revision,10.256410256410264,True
firms_op,비금속,2022-10,5.0,annual_revision,2022Q4,,,,
firms_op,비금속,2022-11,5.0,annual_revision,2022Q4,,,,
firms_op,비금속,2022-12,5.0,annual_revision,2022Q4,,,,
firms_op,비금속,2023-01,5.0,annual_revision,2023Q1,,,,
firms_op,비금속,2023-02,5.0,annual_revision,2023Q1,,,,
firms_op,비금속,2023-03,5.0,annual_revision,2023Q1,,,,
firms_op,비금속,2023-04,5.0,annual_revision,2023Q2,,,,
firms_op,비금속,2023-05,5.0,annual_revision,2023Q2,,,,
firms_op,비금속,2023-06,5.0,annual_revision,2023Q2,,,,
firms_op,비금속,2023-07,5.0,annual_revision,2023Q3,,,,
firms_op,비금속,2023-08,5.0,annual_revision,2023Q3,,,,
firms_op,비금속,2023-09,5.0,annual_revision,2023Q3,,,,
firms_op,비금속,2023-10,5.0,annual_revision,2023Q4,5.0,annual_revision,0.0,True
firms_op,비금속,2023-11,5.0,annual_revision,2023Q4,5.0,annual_revision,0.0,True
firms_op,비금속,2023-12,5.0,annual_revision,2023Q4,5.0,annual_revision,0.0,True
firms_op,비금속,2024-01,5.0,annual_revision,2024Q1,5.0,annual_revision,0.0,True
firms_op,비금속,2024-02,5.0,annual_revision,2024Q1,5.0,annual_revision,0.0,True
firms_op,비금속,2024-03,5.0,annual_revision,2024Q1,5.0,annual_revision,0.0,True
firms_op,석유화학,2022-10,40.0,annual_revision,2022Q4,,,,
firms_op,석유화학,2022-11,40.0,annual_revision,2022Q4,,,,
firms_op,석유화학,2022-12,40.0,annual_revision,2022Q4,,,,
firms_op,석유화학,2023-01,40.0,annual_revision,2023Q1,,,,
firms_op,석유화학,2023-02,40.0,annual_revision,2023Q1,,,,
firms_op,석유화학,2023-03,41.0,annual_revision,2023Q1,,,,
firms_op,석유화학,2023-04,40.0,annual_revision,2023Q2,,,,
firms_op,석유화학,2023-05,40.0,annual_revision,2023Q2,,,,
firms_op,석유화학,2023-06,40.0,annual_revision,2023Q2,,,,
firms_op,석유화학,2023-07,40.0,annual_revision,2023Q3,,,,
firms_op,석유화학,2023-08,40.0,annual_revision,2023Q3,,,,
firms_op,석유화학,2023-09,40.0,annual_revision,2023Q3,,,,
firms_op,석유화학,2023-10,40.0,annual_revision,2023Q4,40.0,annual_revision,0.0,True
firms_op,석유화학,2023-11,40.0,annual_revision,2023Q4,40.0,annual_revision,0.0,True
firms_op,석유화학,2023-12,42.0,annual_revision,2023Q4,40.0,annual_revision,5.000000000000004,True
firms_op,석유화학,2024-01,41.0,annual_revision,2024Q1,40.0,annual_revision,2.499999999999991,True
firms_op,석유화학,2024-02,41.0,annual_revision,2024Q1,40.0,annual_revision,2.499999999999991,True
firms_op,석유화학,2024-03,41.0,annual_revision,2024Q1,41.0,annual_revision,0.0,True
firms_op,섬유의복,2022-10,8.0,annual_revision,2022Q4,,,,
firms_op,섬유의복,2022-11,8.0,annual_revision,2022Q4,,,,
firms_op,섬유의복,2022-12,8.0,annual_revision,2022Q4,,,,
firms_op,섬유의복,2023-01,8.0,annual_revision,2023Q1,,,,
firms_op,섬유의복,2023-02,7.0,annual_revision,2023Q1,,,,
firms_op,섬유의복,2023-03,7.0,annual_revision,2023Q1,,,,
firms_op,섬유의복,2023-04,7.0,annual_revision,2023Q2,,,,
firms_op,섬유의복,2023-05,7.0,annual_revision,2023Q2,,,,
firms_op,섬유의복,2023-06,7.0,annual_revision,2023Q2,,,,
firms_op,섬유의복,2023-07,7.0,annual_revision,2023Q3,,,,
firms_op,섬유의복,2023-08,7.0,annual_revision,2023Q3,,,,
firms_op,섬유의복,2023-09,7.0,annual_revision,2023Q3,,,,
firms_op,섬유의복,2023-10,7.0,annual_revision,2023Q4,8.0,annual_revision,-12.5,True
firms_op,섬유의복,2023-11,7.0,annual_revision,2023Q4,8.0,annual_revision,-12.5,True
firms_op,섬유의복,2023-12,7.0,annual_revision,2023Q4,8.0,annual_revision,-12.5,True
firms_op,섬유의복,2024-01,7.0,annual_revision,2024Q1,8.0,annual_revision,-12.5,True
firms_op,섬유의복,2024-02,7.0,annual_revision,2024Q1,7.0,annual_revision,0.0,True
firms_op,섬유의복,2024-03,7.0,annual_revision,2024Q1,7.0,annual_revision,0.0,True
firms_op,운송장비,2022-10,241.0,annual_revision,2022Q4,,,,
firms_op,운송장비,2022-11,241.0,annual_revision,2022Q4,,,,
firms_op,운송장비,2022-12,242.0,annual_revision,2022Q4,,,,
firms_op,운송장비,2023-01,244.0,annual_revision,2023Q1,,,,
firms_op,운송장비,2023-02,241.0,annual_revision,2023Q1,,,,
firms_op,운송장비,2023-03,242.0,annual_revision,2023Q1,,,,
firms_op,운송장비,2023-04,242.0,annual_revision,2023Q2,,,,
firms_op,운송장비,2023-05,242.0,annual_revision,2023Q2,,,,
firms_op,운송장비,2023-06,240.0,annual_revision,2023Q2,,,,
firms_op,운송장비,2023-07,240.0,annual_revision,2023Q3,,,,
firms_op,운송장비,2023-08,239.0,annual_revision,2023Q3,,,,
firms_op,운송장비,2023-09,239.0,annual_revision,2023Q3,,,,
firms_op,운송장비,2023-10,240.0,annual_revision,2023Q4,241.0,annual_revision,-0.4149377593360981,True
firms_op,운송장비,2023-11,240.0,annual_revision,2023Q4,241.0,annual_revision,-0.4149377593360981,True
firms_op,운송장비,2023-12,241.0,annual_revision,2023Q4,242.0,annual_revision,-0.4132231404958664,True
firms_op,운송장비,2024-01,240.0,annual_revision,2024Q1,244.0,annual_revision,-1.6393442622950838,True
firms_op,운송장비,2024-02,240.0,annual_revision,2024Q1,241.0,annual_revision,-0.4149377593360981,True
firms_op,운송장비,2024-03,240.0,annual_revision,2024Q1,242.0,annual_revision,-0.8264462809917328,True
firms_op,음식료,2022-10,6.0,annual_revision,2022Q4,,,,
firms_op,음식료,2022-11,5.0,annual_revision,2022Q4,,,,
firms_op,음식료,2022-12,5.0,annual_revision,2022Q4,,,,
firms_op,음식료,2023-01,5.0,annual_revision,2023Q1,,,,
firms_op,음식료,2023-02,5.0,annual_revision,2023Q1,,,,
firms_op,음식료,2023-03,5.0,annual_revision,2023Q1,,,,
firms_op,음식료,2023-04,5.0,annual_revision,2023Q2,,,,
firms_op,음식료,2023-05,5.0,annual_revision,2023Q2,,,,
firms_op,음식료,2023-06,5.0,annual_revision,2023Q2,,,,
firms_op,음식료,2023-07,5.0,annual_revision,2023Q3,,,,
firms_op,음식료,2023-08,5.0,annual_revision,2023Q3,,,,
firms_op,음식료,2023-09,5.0,annual_revision,2023Q3,,,,
firms_op,음식료,2023-10,5.0,annual_revision,2023Q4,6.0,annual_revision,-16.666666666666664,True
firms_op,음식료,2023-11,5.0,annual_revision,2023Q4,5.0,annual_revision,0.0,True
firms_op,음식료,2023-12,5.0,annual_revision,2023Q4,5.0,annual_revision,0.0,True
firms_op,음식료,2024-01,5.0,annual_revision,2024Q1,5.0,annual_revision,0.0,True
firms_op,음식료,2024-02,5.0,annual_revision,2024Q1,5.0,annual_revision,0.0,True
firms_op,음식료,2024-03,5.0,annual_revision,2024Q1,5.0,annual_revision,0.0,True
firms_op,전기전자,2022-10,543.0,annual_revision,2022Q4,,,,
firms_op,전기전자,2022-11,542.0,annual_revision,2022Q4,,,,
firms_op,전기전자,2022-12,545.0,annual_revision,2022Q4,,,,
firms_op,전기전자,2023-01,544.0,annual_revision,2023Q1,,,,
firms_op,전기전자,2023-02,546.0,annual_revision,2023Q1,,,,
firms_op,전기전자,2023-03,544.0,annual_revision,2023Q1,,,,
firms_op,전기전자,2023-04,549.0,annual_revision,2023Q2,,,,
firms_op,전기전자,2023-05,549.0,annual_revision,2023Q2,,,,
firms_op,전기전자,2023-06,554.0,annual_revision,2023Q2,,,,
firms_op,전기전자,2023-07,554.0,annual_revision,2023Q3,,,,
firms_op,전기전자,2023-08,555.0,annual_revision,2023Q3,,,,
firms_op,전기전자,2023-09,555.0,annual_revision,2023Q3,,,,
firms_op,전기전자,2023-10,556.0,annual_revision,2023Q4,543.0,annual_revision,2.3941068139963217,True
firms_op,전기전자,2023-11,556.0,annual_revision,2023Q4,542.0,annual_revision,2.583025830258312,True
firms_op,전기전자,2023-12,559.0,annual_revision,2023Q4,545.0,annual_revision,2.5688073394495303,True
firms_op,전기전자,2024-01,558.0,annual_revision,2024Q1,544.0,annual_revision,2.5735294117646967,True
firms_op,전기전자,2024-02,556.0,annual_revision,2024Q1,546.0,annual_revision,1.831501831501825,True
firms_op,전기전자,2024-03,556.0,annual_revision,2024Q1,544.0,annual_revision,2.2058823529411686,True
firms_op,철강,2022-10,74.0,annual_revision,2022Q4,,,,
firms_op,철강,2022-11,74.0,annual_revision,2022Q4,,,,
firms_op,철강,2022-12,74.0,annual_revision,2022Q4,,,,
firms_op,철강,2023-01,75.0,annual_revision,2023Q1,,,,
firms_op,철강,2023-02,75.0,annual_revision,2023Q1,,,,
firms_op,철강,2023-03,75.0,annual_revision,2023Q1,,,,
firms_op,철강,2023-04,76.0,annual_revision,2023Q2,,,,
firms_op,철강,2023-05,76.0,annual_revision,2023Q2,,,,
firms_op,철강,2023-06,75.0,annual_revision,2023Q2,,,,
firms_op,철강,2023-07,75.0,annual_revision,2023Q3,,,,
firms_op,철강,2023-08,75.0,annual_revision,2023Q3,,,,
firms_op,철강,2023-09,75.0,annual_revision,2023Q3,,,,
firms_op,철강,2023-10,75.0,annual_revision,2023Q4,74.0,annual_revision,1.3513513513513598,True
firms_op,철강,2023-11,75.0,annual_revision,2023Q4,74.0,annual_revision,1.3513513513513598,True
firms_op,철강,2023-12,75.0,annual_revision,2023Q4,74.0,annual_revision,1.3513513513513598,True
firms_op,철강,2024-01,73.0,annual_revision,2024Q1,75.0,annual_revision,-2.6666666666666616,True
