hs6,hs_chapter,chapter_name_ko,hs6_name_ko,target_kicox_industry,mapping_type,mapping_confidence,rationale,nature_major_code,nature_major_name,valid_through,source
841939,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32031101,(화학기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
841940,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32031101,(화학기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
841950,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,열교환기,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,31060390,(기타 항공기 부품),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
841960,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32031101,(화학기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
841981,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32031101,(화학기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
841989,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,기타,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32031001,(섬유기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
841990,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,부분품,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32031102,(화학기계 부품),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842010,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,캘린더기(calendering machine)나 그 밖의 로울기(rolling machine),기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32031305,(인쇄·제본기계 부품),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842091,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32031305,(인쇄·제본기계 부품),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842099,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32031305,(인쇄·제본기계 부품),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842111,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32031004,(섬유 및 피혁가공기계 부품),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842112,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32039001,(기타 일반기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842119,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,기타,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32039001,(기타 일반기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842121,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,물의 여과용이나 청정용,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,12019001,(기타 가전제품),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842122,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030501,(액체 및 기체 여과기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842123,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,내연기관용 유류 여과기,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,31060101,(자동차 부품),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842129,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,기타,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030501,(액체 및 기체 여과기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842131,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,내연기관용 공기 여과기,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,31060101,(자동차 부품),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842132,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030501,(액체 및 기체 여과기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842139,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,기타,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,12019001,(기타 가전제품),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842191,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030502,(액체 및 기체 여과기계 부품),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842199,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,기타,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32039002,(기타 일반기계 부품),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842211,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,12010601,"(청소,세척기)",2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842219,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32032001,(식품포장기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842220,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32032001,(식품포장기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842230,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,"병ㆍ깡통ㆍ상자ㆍ자루ㆍ그 밖의 용기의 충전용ㆍ봉함용ㆍ실링(sealing)용ㆍ레이블 부착용 기계, 병ㆍ단지ㆍ통과 이와 유사한 용기의 캡슐 부착(capsuling)용 기계, 음료용 탄산가스 주입기",기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32032001,(식품포장기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842240,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,그 밖의 포장기계(열수축 포장기계를 포함한다),기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32032001,(식품포장기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842290,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,부분품,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,12019001,(기타 가전제품),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842310,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32050201,(중량계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842320,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,컨베이어용 연속계량식 저울,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32050201,(중량계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842330,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,정량저울과 설정된 양의 재료를 포대나 용기에 주입하기 위한 저울[호퍼스케일(hopper scale)을 포함한다],기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32050201,(중량계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842381,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,최대 측정용량이 30킬로그램 이하인 것,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32050201,(중량계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842382,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,"최대 측정용량이 30킬로그램 초과 5,000킬로그램 이하인 것",기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32050201,(중량계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842389,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,기타,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,,,2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842390,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,각종 저울 추와 저울 부분품,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,,,2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842410,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32039001,(기타 일반기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842420,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,스프레이건과 이와 유사한 기기,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32020206,(공기압공구),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842430,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,증기나 모래의 분사기와 이와 유사한 제트분사기,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32039001,(기타 일반기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842441,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32039001,(기타 일반기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842449,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,기타,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32039001,(기타 일반기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842482,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32039001,(기타 일반기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842489,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,기타,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32050701,(반도체제조용장비),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842490,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,부분품,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32039002,(기타 일반기계 부품),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842511,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,전동식,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,,,2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842519,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030301,(운반하역기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842531,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,전동식,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030301,(운반하역기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842539,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,기타,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030301,(운반하역기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842541,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030301,(운반하역기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842542,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,그 밖의 잭(jack)과 호이스트(hoist)(액압식으로 한정한다),기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030301,(운반하역기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842549,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,기타,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030301,(운반하역기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842611,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030301,(운반하역기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842612,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,타이어가 달린 이동식 양하대와 스트래들 캐리어(straddle carrier),기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030301,(운반하역기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842619,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030301,(운반하역기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842620,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030803,(기타 건설 중장비),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842630,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,문형이나 정치형 지브 크레인(jib crane),기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030301,(운반하역기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842641,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030301,(운반하역기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842649,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,기타,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030301,(운반하역기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842691,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030301,(운반하역기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842699,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,기타,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,31060490,(기타 선박용 부품),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842710,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,전동기로 구동되는 자주식(自走式) 트럭,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,,,2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842720,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,그 밖의 자주식(自走式) 작업트럭,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,,,2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842790,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,그 밖의 작업트럭,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,31900101,(기타 수송장비),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842810,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,리프트와 스킵호이스트(skip hoist),기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030301,(운반하역기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842820,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,압축공기식 엘리베이터와 컨베이어,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,31050101,(엘리베이터),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842831,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030301,(운반하역기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842832,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030301,(운반하역기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842833,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,그 밖의 벨트형,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,,,2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842839,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030301,(운반하역기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842840,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,에스컬레이터와 무빙 워크웨이(moving walkway),기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,31050201,(에스컬레이터),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
842860,84,제84류 원자로ㆍ보일러ㆍ기계류와 이들의 부분품,,기계,approximate,B,제84류 원자로·보일러·기계류. 전산기기(8471 등)가 섞여 있어 류 전체가 '기계'는 아니다 — 맥락 용도로만,32030301,(운반하역기계),2026,"관세청_HS부호(공공데이터포털 15049722, 2026-01-01 기준) + 관세청_HSK별 신성질별_성질별 분류(15049720)"
