분기,업종,등급,고용비중_최신pct,명목국면,명목생산YoY,고용YoY,사용PPI항목,PPI최소,PPI최대,실질하한,실질상한,부호안정,불안정유형,실질기준국면
2022Q1,목재종이,A,0.37272489767482364,S1,10.391674306608278,2.298850574712641,목재및종이제품,15.017174,15.017174,-4.021573068202599,-4.021573068202599,False,밴드전체반전,S3
2022Q1,석유화학,C,0.539057737525037,S1,23.22778977954787,4.098360655737698,석탄및석유제품; 화학제품,15.62598,63.555434,-24.656866014278766,6.57448246453598,False,밴드가 0을 가로지름,
2022Q1,음식료,A,0.5529913785596099,S1,3.9010176177881375,1.9471488178025127,음식료품,5.631699,5.631699,-1.6384110059726176,-1.6384110059726176,False,밴드전체반전,S3
2022Q1,철강,B,8.437690498998519,S1,32.270527263022885,1.286686516376001,철강1차제품,36.020842,36.020842,-2.7571618303738443,-2.7571618303738443,False,밴드전체반전,S3
2022Q2,비금속,A,0.15936601933292693,S2,5.278299896428695,-2.9962546816479363,비금속광물제품,12.493563,12.493563,-6.4139341942358925,-6.4139341942358925,False,밴드전체반전,S4
2022Q2,석유화학,C,0.539057737525037,S1,33.09172156190328,2.9940119760478945,석탄및석유제품; 화학제품,15.31701,81.992244,-26.869563978834577,15.413781160215013,False,밴드가 0을 가로지름,
2022Q2,음식료,A,0.5529913785596099,S1,4.56620557350389,1.0139416983523386,음식료품,8.083438,8.083438,-3.2541825940956004,-3.2541825940956004,False,밴드전체반전,S3
2022Q2,철강,B,8.437690498998519,S1,26.842212567625488,0.9374667092787892,철강1차제품,30.21691,30.21691,-2.591596922684236,-2.591596922684236,False,밴드전체반전,S3
2022Q3,석유화학,C,0.539057737525037,S1,21.39101631360414,2.357563850687616,석탄및석유제품; 화학제품,11.162415,55.122059,-21.744839453424134,9.201492531089883,False,밴드가 0을 가로지름,
2022Q3,철강,B,8.437690498998519,S1,9.160978567067946,0.0741839762611329,철강1차제품,10.491174,10.491174,-1.203892930789252,-1.203892930789252,False,밴드전체반전,S3
2022Q4,비금속,A,0.15936601933292693,S2,14.37809958341596,-3.383458646616544,비금속광물제품,14.939393,14.939393,-0.48833859474448627,-0.48833859474448627,False,밴드전체반전,S4
2023Q1,전기전자,C,24.365583906644606,S1,3.621137158938215,4.927346225281326,전기장비; 컴퓨터전자및광학기기,-5.725655,6.728356,-2.9113339299087215,9.91445992962159,False,밴드가 0을 가로지름,
2023Q2,기계,A,51.19219716102064,S2,0.3889388995355292,-8.788965162451968,기계및장비,2.754057,2.754057,-2.3017272208186057,-2.3017272208186057,False,밴드전체반전,S4
2024Q1,운송장비,A,14.201863624488373,S1,1.4690769019191308,0.0532040671553657,운송장비,2.081874,2.081874,-0.6002996164440111,-0.6002996164440111,False,밴드전체반전,S3
2024Q2,전기전자,C,24.365583906644606,S1,5.154444166314365,2.688847039129527,전기장비; 컴퓨터전자및광학기기,3.293224,6.322828,-1.0989021413967959,1.8018802146347657,False,밴드가 0을 가로지름,
2025Q3,전기전자,C,24.365583906644606,S4,-0.5693871998398992,-3.875889436234259,전기장비; 컴퓨터전자및광학기기,-0.918399,0.468666,-1.033210891682279,0.3522468315384941,False,밴드가 0을 가로지름,
2025Q4,전기전자,C,24.365583906644606,S2,0.5775755522494652,-4.729178007621126,전기장비; 컴퓨터전자및광학기기,2.472198,5.868649,-4.997771765039271,-1.8489136416792173,False,밴드전체반전,S4
2026Q2,음식료,A,0.5529913785596099,S2,0.8734323986208103,-3.787878787878785,음식료품,1.665731,1.665731,-0.7793172719912755,-0.7793172719912755,False,밴드전체반전,S4
2026Q2,전기전자,C,24.365583906644606,S2,2.697876409158262,-0.4128848549563968,전기장비; 컴퓨터전자및광학기기,8.291311,20.983798,-15.114355717979478,-5.165173954576785,False,밴드전체반전,S4
2022Q1,기계,A,51.19219716102064,S2,14.944670997758426,-3.6718354575990375,기계및장비,4.590678,4.590678,9.899537124865398,9.899537124865398,True,,S2
2022Q1,비금속,A,0.15936601933292693,S2,10.909265206346165,-3.663003663003661,비금속광물제품,9.639907,9.639907,1.157751991112299,1.157751991112299,True,,S2
2022Q1,섬유의복,A,0.029608987198467298,S2,100.0,-11.363636363636363,섬유및의복,7.35568,7.35568,86.29661700247253,86.29661700247253,True,,S2
2022Q1,운송장비,A,14.201863624488373,S2,4.797502469899695,-1.7370356282490174,운송장비,1.847621,1.847621,2.896367574358649,2.896367574358649,True,,S2
2022Q1,전기전자,C,24.365583906644606,S1,25.655306065332702,11.377464103188116,전기장비; 컴퓨터전자및광학기기,0.889213,7.72363,16.646000571399888,24.54781074100827,True,,S1
2022Q2,기계,A,51.19219716102064,S2,7.70877717312255,-3.9009393152885874,기계및장비,5.603807,5.603807,1.9932711072836007,1.9932711072836007,True,,S2
