quarter,quarter_end,complex_nm,complex_type,industry,production,employment,op_rate_official,op_rate_approx,firms_in,firms_op,production_yoy,employment_yoy,production_yoy_valid,employment_yoy_valid,quadrant_yoy_valid,review_required,classification_break,production_source,employment_source,op_rate_source,firms_in_source,firms_op_source,production_is_revised,employment_is_revised,op_rate_is_revised,firms_in_is_revised,firms_op_is_revised,production_masked,employment_masked,op_rate_masked,firms_in_masked,firms_op_masked,production_invalid_source,employment_invalid_source,op_rate_invalid_source,firms_in_invalid_source,firms_op_invalid_source,production_note,employment_note,op_rate_note,firms_in_note,firms_op_note
2019Q3,2019-09-30,창원,국가,운송장비,21827.0,15915.0,,82.2,256.0,243.0,0.6084351233003105,-2.6426867315103686,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2019Q3,2019-09-30,창원,국가,음식료,808.0,678.0,,72.7,6.0,4.0,-13.490364025695934,-1.3100436681222738,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2019Q3,2019-09-30,창원,국가,전기전자,23467.0,24662.0,,78.1,527.0,493.0,-26.262372348782403,-0.4761904761904745,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2019Q3,2019-09-30,창원,국가,철강,11098.0,5422.0,,70.8,74.0,73.0,17.88825154025919,-5.900728913571673,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2019Q4,2019-12-31,창원,국가,기계,40081.0,74684.0,,77.5,1576.0,1470.0,-15.281858341611887,-0.330966743180483,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2019Q4,2019-12-31,창원,국가,기타,37.0,133.0,,74.5,19.0,18.0,-33.92857142857143,-11.333333333333329,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2019Q4,2019-12-31,창원,국가,목재종이,77.0,261.0,,62.8,35.0,35.0,-8.333333333333337,-0.760456273764254,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2019Q4,2019-12-31,창원,국가,비금속,131.0,278.0,,58.9,5.0,5.0,-19.631901840490794,-4.467353951890029,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2019Q4,2019-12-31,창원,국가,석유화학,444.0,528.0,,82.2,33.0,32.0,0.6802721088435382,1.9305019305019266,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2019Q4,2019-12-31,창원,국가,섬유의복,0.0,0.0,,,0.0,0.0,,,False,False,False,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2019Q4,2019-12-31,창원,국가,운송장비,22798.0,15888.0,,82.6,256.0,246.0,4.357777167444832,-2.251753414544111,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2019Q4,2019-12-31,창원,국가,음식료,841.0,749.0,,75.2,5.0,4.0,-0.35545023696682554,-2.473958333333337,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2019Q4,2019-12-31,창원,국가,전기전자,23303.0,24720.0,,76.5,520.0,496.0,-4.401870692484411,0.8485639686684143,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2019Q4,2019-12-31,창원,국가,철강,12661.0,5423.0,,75.6,76.0,75.0,8.94931589364083,-5.489717671662597,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q1,2020-03-31,창원,국가,기계,39212.0,74052.0,,74.6,1577.0,1475.0,2.5713463600931297,-1.0925604380926934,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q1,2020-03-31,창원,국가,기타,39.0,137.0,,72.4,22.0,21.0,-25.0,6.20155038759691,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q1,2020-03-31,창원,국가,목재종이,65.0,256.0,,58.5,34.0,34.0,-16.666666666666664,-2.2900763358778664,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q1,2020-03-31,창원,국가,비금속,105.0,268.0,,51.4,5.0,5.0,-14.634146341463417,-7.26643598615917,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q1,2020-03-31,창원,국가,석유화학,423.0,526.0,,81.3,34.0,32.0,-2.5345622119815614,0.0,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q1,2020-03-31,창원,국가,섬유의복,0.0,0.0,,,0.0,0.0,,,False,False,False,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q1,2020-03-31,창원,국가,운송장비,29092.0,17818.0,,86.3,257.0,246.0,36.013838889148616,11.704595323177225,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q1,2020-03-31,창원,국가,음식료,735.0,639.0,,72.7,5.0,4.0,-12.081339712918659,-6.44216691068814,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q1,2020-03-31,창원,국가,전기전자,24179.0,25367.0,,82.2,523.0,501.0,-0.8976145585703699,3.559910185752191,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q1,2020-03-31,창원,국가,철강,12716.0,5396.0,,76.4,76.0,74.0,13.131672597864764,-3.3667621776504286,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q2,2020-06-30,창원,국가,기계,35928.0,71754.0,,62.7,1553.0,1456.0,-11.9800088196384,-3.887162451778825,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q2,2020-06-30,창원,국가,기타,45.0,137.0,,73.3,23.0,23.0,45.16129032258065,0.0,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q2,2020-06-30,창원,국가,목재종이,57.0,234.0,,62.2,33.0,33.0,-25.0,-10.687022900763354,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q2,2020-06-30,창원,국가,비금속,90.0,268.0,,34.9,5.0,5.0,-40.789473684210535,-4.964539007092195,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q2,2020-06-30,창원,국가,석유화학,374.0,523.0,,75.5,33.0,32.0,-12.616822429906538,0.9652509652509744,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q2,2020-06-30,창원,국가,섬유의복,0.0,0.0,,,0.0,0.0,,,False,False,False,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q2,2020-06-30,창원,국가,운송장비,28076.0,17744.0,,84.6,256.0,247.0,24.51658683697002,10.713171523054843,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q2,2020-06-30,창원,국가,음식료,713.0,734.0,,74.3,6.0,4.0,-12.083847102342782,-1.4765100671140896,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q2,2020-06-30,창원,국가,전기전자,23341.0,25471.0,,79.6,532.0,498.0,-6.852103120759834,3.988731934351275,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q2,2020-06-30,창원,국가,철강,12456.0,5322.0,,73.0,76.0,75.0,10.454908220271353,-4.794275491949906,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q3,2020-09-30,창원,국가,기계,34490.0,70727.0,,62.5,1558.0,1461.0,-3.575721993905334,-4.815288338604395,True,True,True,False,1,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q3,2020-09-30,창원,국가,기타,66.0,135.0,,78.4,24.0,23.0,127.58620689655173,1.5037593984962516,True,True,True,True,1,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q3,2020-09-30,창원,국가,목재종이,63.0,231.0,,68.8,33.0,32.0,-17.105263157894733,-11.832061068702293,True,True,True,False,1,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q3,2020-09-30,창원,국가,비금속,80.0,261.0,,41.6,5.0,5.0,-31.62393162393162,-6.451612903225811,True,True,True,False,1,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q3,2020-09-30,창원,국가,석유화학,401.0,526.0,,78.5,34.0,32.0,-5.424528301886788,0.19047619047618536,True,True,True,False,1,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q3,2020-09-30,창원,국가,섬유의복,0.0,5.0,,,7.0,5.0,,,False,False,False,False,1,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q3,2020-09-30,창원,국가,운송장비,29390.0,17799.0,,86.2,256.0,250.0,34.649745727768355,11.837888784165873,True,True,True,False,1,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q3,2020-09-30,창원,국가,음식료,760.0,650.0,,73.6,6.0,4.0,-5.940594059405946,-4.129793510324486,True,True,True,False,1,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q3,2020-09-30,창원,국가,전기전자,25010.0,25441.0,,82.9,538.0,507.0,6.575190693314026,3.15870570107859,True,True,True,False,1,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q3,2020-09-30,창원,국가,철강,13047.0,5343.0,,79.2,76.0,75.0,17.561722832942884,-1.4570269273330827,True,True,True,False,1,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q4,2020-12-31,창원,국가,기계,39733.0,65635.0,,76.3,1539.0,1447.0,-0.8682418103340694,-12.116383696641853,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q4,2020-12-31,창원,국가,기타,184.0,232.0,,96.6,24.0,24.0,397.2972972972973,74.4360902255639,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q4,2020-12-31,창원,국가,목재종이,127.0,280.0,,87.2,37.0,34.0,64.93506493506493,7.279693486590033,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q4,2020-12-31,창원,국가,비금속,135.0,272.0,,35.1,5.0,5.0,3.053435114503822,-2.1582733812949617,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q4,2020-12-31,창원,국가,석유화학,427.0,477.0,,79.4,39.0,35.0,-3.828828828828834,-9.659090909090907,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q4,2020-12-31,창원,국가,섬유의복,0.0,44.0,,25.0,10.0,9.0,,,False,False,False,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q4,2020-12-31,창원,국가,운송장비,26656.0,16013.0,,86.8,257.0,249.0,16.922537064654787,0.7867573011077544,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q4,2020-12-31,창원,국가,음식료,1032.0,765.0,,78.5,7.0,4.0,22.711058263971463,2.1361815754339153,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q4,2020-12-31,창원,국가,전기전자,23418.0,24842.0,,81.2,541.0,507.0,0.49349869115564715,0.49352750809061874,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2020Q4,2020-12-31,창원,국가,철강,14640.0,9491.0,,86.5,74.0,73.0,15.630676881762895,75.01382998340402,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q1,2021-03-31,창원,국가,기계,39493.49277,65199.0,,76.46793236,1558.0,1473.0,0.717874043660105,-11.955112623561826,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q1,2021-03-31,창원,국가,기타,182.26055556,198.0,,88.90714873,27.0,27.0,367.3347578461539,44.52554744525548,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q1,2021-03-31,창원,국가,목재종이,122.35222222,261.0,,81.04503266,41.0,35.0,88.23418803076923,1.953125,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q1,2021-03-31,창원,국가,비금속,104.315,273.0,,28.34442384,5.0,5.0,-0.6523809523809598,1.8656716417910557,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q1,2021-03-31,창원,국가,석유화학,419.6266667,488.0,,82.33678116,40.0,38.0,-0.797478321513001,-7.224334600760452,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q1,2021-03-31,창원,국가,섬유의복,0.75,44.0,,25.0,10.0,10.0,,,False,False,False,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q1,2021-03-31,창원,국가,운송장비,25648.142856,15774.0,,87.64767789,247.0,245.0,-11.83781501443696,-11.47154562801661,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q1,2021-03-31,창원,국가,음식료,1115.35,719.0,,97.98423765,8.0,4.0,51.748299319727884,12.519561815336466,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q1,2021-03-31,창원,국가,전기전자,24992.083839,24654.0,,77.64485116,559.0,527.0,3.3627686794325706,-2.8107383608625414,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q1,2021-03-31,창원,국가,철강,13751.96,9404.0,,79.37359069,76.0,73.0,8.146901541365192,74.27724240177909,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q2,2021-06-30,창원,국가,기계,43263.61685,64728.0,,78.6214481,1529.0,1461.0,20.41754856936093,-9.791788611087881,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q2,2021-06-30,창원,국가,기타,164.20666667,197.0,,71.00322397,27.0,27.0,264.9037037111111,43.795620437956195,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q2,2021-06-30,창원,국가,목재종이,118.15666666999999,264.0,,82.01119607,43.0,36.0,107.29239766666664,12.82051282051282,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q2,2021-06-30,창원,국가,비금속,130.345,267.0,,30.38612199,5.0,5.0,44.827777777777776,-0.3731343283582045,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q2,2021-06-30,창원,국가,석유화학,513.22,501.0,,88.16599732,40.0,38.0,37.22459893048129,-4.206500956022941,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
