quarter,ym,kicox_industry,month_completeness,power_usage_kwh,cust_cnt,cntr_pwr_kw,n_biz_types,evidence_level,biz_types,kicox_mapped,power_usage_kwh_B,power_usage_per_customer,power_usage_per_contract_power,month_completeness_lag12,power_usage_kwh_lag12,cust_cnt_lag12,cntr_pwr_kw_lag12,total_power_usage_yoy,customer_count_yoy,contract_power_yoy
2024Q4,2024-11,목재종이,COMPLETE,1766547,276,20696,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,1244526.0,6400.532608695652,85.35692887514496,COMPLETE,1845447.0,284.0,21278.0,-4.275386938774184,-2.8169014084507005,-2.7352194755146164
2024Q4,2024-12,목재종이,COMPLETE,1926849,276,20696,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,1319003.0,6981.336956521739,93.10248357170468,COMPLETE,1974826.0,283.0,21036.0,-2.4294292256634265,-2.473498233215543,-1.6162768587183907
2025Q1,2025-01,목재종이,COMPLETE,2033531,275,20682,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,1318167.0,7394.658181818182,98.32371143989943,COMPLETE,1956922.0,281.0,20928.0,3.9147702361157055,-2.135231316725983,-1.1754587155963336
2025Q1,2025-02,목재종이,COMPLETE,1996184,271,20502,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,1278347.0,7365.992619926199,97.36533021168667,COMPLETE,2145504.0,279.0,20868.0,-6.959670082181157,-2.8673835125448077,-1.7538815411155873
2025Q1,2025-03,목재종이,COMPLETE,1835720,270,20485,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,1183486.0,6798.962962962963,89.6128874786429,COMPLETE,1928511.0,279.0,20888.0,-4.8115359466448515,-3.2258064516129004,-1.9293374186135526
2025Q2,2025-04,목재종이,COMPLETE,1662054,269,20931,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,1084168.0,6178.639405204461,79.4063351010463,COMPLETE,1789725.0,280.0,20902.0,-7.133554037631484,-3.9285714285714257,0.13874270404745648
2025Q2,2025-05,목재종이,COMPLETE,1502856,267,20349,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,1016057.0,5628.6741573033705,73.85404688191066,COMPLETE,1642912.0,278.0,20659.0,-8.524863169786334,-3.9568345323740983,-1.5005566581151042
2025Q2,2025-06,목재종이,COMPLETE,1510424,267,20349,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,1010647.0,5657.01872659176,74.22595704948647,COMPLETE,1780051.0,278.0,20659.0,-15.147150278278543,-3.9568345323740983,-1.5005566581151042
2025Q3,2025-07,목재종이,COMPLETE,1833383,266,20345,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,1188231.0,6892.417293233083,90.11467190956009,COMPLETE,1950230.0,278.0,20719.0,-5.991447162642361,-4.316546762589923,-1.805106424055214
2025Q3,2025-08,목재종이,COMPLETE,2093637,265,20128,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,1412247.0,7900.516981132076,104.01614666136724,COMPLETE,2125565.0,277.0,20719.0,-1.5020947371640059,-4.332129963898912,-2.852454269028426
2025Q3,2025-09,목재종이,COMPLETE,2017414,267,20265,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,1323571.0,7555.857677902622,99.55164075993092,COMPLETE,2185218.0,278.0,20729.0,-7.6790507857797285,-3.9568345323740983,-2.2384099570649796
2025Q4,2025-10,목재종이,COMPLETE,1475404,268,20280,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,966831.0,5505.238805970149,72.7516765285996,COMPLETE,1587110.0,277.0,20709.0,-7.038327526132404,-3.2490974729241895,-2.0715630885122405
2025Q4,2025-11,목재종이,COMPLETE,1693524,267,20269,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,1054404.0,6342.786516853933,83.55241995165031,COMPLETE,1766547.0,276.0,20696.0,-4.1336573552812395,-3.2608695652173947,-2.0632006184770013
2025Q4,2025-12,목재종이,COMPLETE,1817435,265,19659,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,1061181.0,6858.245283018868,92.44798819878936,COMPLETE,1926849.0,276.0,20696.0,-5.6783899516775875,-3.985507246376807,-5.010630073444144
2026Q1,2026-01,목재종이,COMPLETE,1998228,264,19625,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,1221904.0,7569.045454545455,101.82053503184713,COMPLETE,2033531.0,275.0,20682.0,-1.7360443484756294,-4.0000000000000036,-5.1107243013248205
2026Q1,2026-02,목재종이,COMPLETE,2166800,263,20015,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,1277243.0,8238.783269961978,108.25880589557832,COMPLETE,1996184.0,271.0,20502.0,8.547107881838546,-2.9520295202952074,-2.3753780119012746
2026Q1,2026-03,목재종이,COMPLETE,1675432,265,20050,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,1008248.0,6322.384905660378,83.56269326683292,COMPLETE,1835720.0,270.0,20485.0,-8.73161484322228,-1.851851851851849,-2.123505003661219
2026Q2,2026-04,목재종이,COMPLETE,1679843,265,19972,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,1057605.0,6339.030188679245,84.10990386541158,COMPLETE,1662054.0,269.0,20931.0,1.0703021682809233,-1.486988847583648,-4.581720892456165
2026Q2,2026-05,목재종이,COMPLETE,1524518,263,19959,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,944159.0,5796.6463878326995,76.3824840923894,COMPLETE,1502856.0,267.0,20349.0,1.44138892881287,-1.4981273408239737,-1.9165560961226569
2026Q2,2026-06,목재종이,COMPLETE,1687248,261,19932,3,C,목재. 나무|출판. 인쇄|펄프. 종이,True,1035960.0,6464.551724137931,84.65021071643588,COMPLETE,1510424.0,267.0,20349.0,11.706911436788614,-2.2471910112359605,-2.049240748931147
2022Q1,2022-02,비금속,COMPLETE,3917387,84,44850,2,C,시 멘 트|유 리,True,,46635.55952380953,87.34419175027871,,,,,,,
2022Q1,2022-03,비금속,COMPLETE,4394644,83,44585,2,C,시 멘 트|유 리,True,,52947.51807228916,98.56776942918022,,,,,,,
2022Q2,2022-04,비금속,COMPLETE,4391523,84,44605,2,C,시 멘 트|유 리,True,,52280.03571428572,98.45360385606995,,,,,,,
2022Q2,2022-05,비금속,COMPLETE,4065213,84,44605,2,C,시 멘 트|유 리,True,,48395.392857142855,91.13805627171841,,,,,,,
2022Q2,2022-06,비금속,COMPLETE,3811780,85,44620,2,C,시 멘 트|유 리,True,,44844.470588235294,85.42761093679964,,,,,,,
2022Q3,2022-07,비금속,COMPLETE,4071372,85,44620,2,C,시 멘 트|유 리,True,,47898.49411764706,91.24545047064098,,,,,,,
2022Q3,2022-08,비금속,COMPLETE,3917621,84,45185,2,C,시 멘 트|유 리,True,,46638.34523809524,86.70180369591678,,,,,,,
2022Q3,2022-09,비금속,COMPLETE,3778163,83,46170,2,C,시 멘 트|유 리,True,,45520.03614457831,81.83155728828244,,,,,,,
2022Q4,2022-10,비금속,COMPLETE,4161856,83,46115,2,C,시 멘 트|유 리,True,,50142.843373493975,90.24950666811233,,,,,,,
2022Q4,2022-11,비금속,COMPLETE,4429913,83,46115,2,C,시 멘 트|유 리,True,,53372.44578313253,96.0623007698146,,,,,,,
2022Q4,2022-12,비금속,COMPLETE,4881294,81,45895,2,C,시 멘 트|유 리,True,,60262.88888888889,106.35786033336964,,,,,,,
2023Q1,2023-01,비금속,COMPLETE,4819660,81,45895,2,C,시 멘 트|유 리,True,,59501.97530864197,105.01492537313433,,,,,,,
2023Q1,2023-02,비금속,COMPLETE,4570820,80,45718,2,C,시 멘 트|유 리,True,,57135.25,99.97856424165536,COMPLETE,3917387.0,84.0,44850.0,16.680327983934195,-4.761904761904767,1.935340022296539
2023Q1,2023-03,비금속,COMPLETE,4577807,80,45718,2,C,시 멘 트|유 리,True,,57222.5875,100.13139244936349,COMPLETE,4394644.0,83.0,44585.0,4.167868887673265,-3.6144578313253017,2.54121341258271
2023Q2,2023-04,비금속,COMPLETE,4301337,81,45723,2,C,시 멘 트|유 리,True,,53102.92592592593,94.07381405419592,COMPLETE,4391523.0,84.0,44605.0,-2.0536383391365542,-3.57142857142857,2.5064454657549584
2023Q2,2023-05,비금속,COMPLETE,4206396,81,45868,2,C,시 멘 트|유 리,True,,51930.81481481482,91.70654922822011,COMPLETE,4065213.0,84.0,44605.0,3.4729545536728246,-3.57142857142857,2.8315211299181797
2023Q2,2023-06,비금속,COMPLETE,4259219,80,45864,2,C,시 멘 트|유 리,True,,53240.2375,92.86627856270714,COMPLETE,3811780.0,85.0,44620.0,11.738321728956036,-5.882352941176472,2.7879874495741808
2023Q3,2023-07,비금속,COMPLETE,4372582,79,45844,2,C,시 멘 트|유 리,True,,55349.13924050633,95.37959165866853,COMPLETE,4071372.0,85.0,44620.0,7.398243147518824,-7.058823529411762,2.7431645002241156
2023Q3,2023-08,비금속,COMPLETE,3480520,80,46064,2,C,시 멘 트|유 리,True,,43506.5,75.55835359499827,COMPLETE,3917621.0,84.0,45185.0,-11.157306947251922,-4.761904761904767,1.94533584154033
2023Q3,2023-09,비금속,COMPLETE,4121824,80,45843,2,C,시 멘 트|유 리,True,,51522.8,89.9117422507253,COMPLETE,3778163.0,83.0,46170.0,9.095981300965583,-3.6144578313253017,-0.7082521117608875
2023Q4,2023-10,비금속,COMPLETE,3903080,80,44521,2,C,시 멘 트|유 리,True,,48788.5,87.66829136811842,COMPLETE,4161856.0,83.0,46115.0,-6.217802826431285,-3.6144578313253017,-3.4565759514257888
2023Q4,2023-11,비금속,COMPLETE,4441615,80,44521,2,C,시 멘 트|유 리,True,,55520.1875,99.76449316053099,COMPLETE,4429913.0,83.0,46115.0,0.264158686637872,-3.6144578313253017,-3.4565759514257888
2023Q4,2023-12,비금속,COMPLETE,4444776,79,43405,2,C,시 멘 트|유 리,True,,56262.987341772154,102.40239603732289,COMPLETE,4881294.0,81.0,45895.0,-8.942669710121942,-2.4691358024691357,-5.425427606493082
2024Q1,2024-01,비금속,COMPLETE,4701825,79,43405,2,C,시 멘 트|유 리,True,,59516.77215189873,108.32450178550859,COMPLETE,4819660.0,81.0,45895.0,-2.444882004124771,-2.4691358024691357,-5.425427606493082
2024Q1,2024-02,비금속,COMPLETE,4113566,78,43340,2,C,시 멘 트|유 리,True,,52738.02564102564,94.9138440239963,COMPLETE,4570820.0,80.0,45718.0,-10.003763000949506,-2.500000000000002,-5.201452381993965
2024Q1,2024-03,비금속,COMPLETE,3818441,77,42840,2,C,시 멘 트|유 리,True,,49590.142857142855,89.13260971055088,COMPLETE,4577807.0,80.0,45718.0,-16.587986343679407,-3.749999999999998,-6.29511352202633
2024Q2,2024-04,비금속,COMPLETE,3894797,78,42920,2,C,시 멘 트|유 리,True,,49933.294871794875,90.74550326188258,COMPLETE,4301337.0,81.0,45723.0,-9.451479853822198,-3.703703703703709,-6.130393893664021
2024Q2,2024-05,비금속,COMPLETE,3742717,78,42920,2,C,시 멘 트|유 리,True,,47983.55128205128,87.20216682199441,COMPLETE,4206396.0,81.0,45868.0,-11.023189447688708,-3.703703703703709,-6.427138745966687
2024Q2,2024-06,비금속,COMPLETE,3661059,78,42920,2,C,시 멘 트|유 리,True,,46936.653846153844,85.29960391425908,COMPLETE,4259219.0,80.0,45864.0,-14.043889267022902,-2.500000000000002,-6.418977847549279
2024Q3,2024-07,비금속,COMPLETE,3580358,78,42920,2,C,시 멘 트|유 리,True,,45902.02564102564,83.41933830382106,COMPLETE,4372582.0,79.0,45844.0,-18.11799069748721,-1.2658227848101222,-6.378151993717829
2024Q3,2024-08,비금속,COMPLETE,3418795,78,42920,2,C,시 멘 트|유 리,True,,43830.705128205125,79.65505591798696,COMPLETE,3480520.0,80.0,46064.0,-1.7734418994862833,-2.500000000000002,-6.825286557832577
2024Q3,2024-09,비금속,COMPLETE,3201605,78,42920,2,C,시 멘 트|유 리,True,,41046.217948717946,74.59471109040075,COMPLETE,4121824.0,80.0,45843.0,-22.325528697974484,-2.500000000000002,-6.376109765940274
2024Q4,2024-10,비금속,COMPLETE,3303167,78,42920,2,C,시 멘 트|유 리,True,,42348.294871794875,76.96102050326188,COMPLETE,3903080.0,80.0,44521.0,-15.370246062084302,-2.500000000000002,-3.5960557938950144
2024Q4,2024-11,비금속,COMPLETE,3561368,78,42914,2,C,시 멘 트|유 리,True,,45658.5641025641,82.98848860511721,COMPLETE,4441615.0,80.0,44521.0,-19.81817424517883,-2.500000000000002,-3.6095325801307254
2024Q4,2024-12,비금속,COMPLETE,3731097,79,42932,2,C,시 멘 트|유 리,True,,47229.07594936709,86.90713220907482,COMPLETE,4444776.0,79.0,43405.0,-16.056579679155934,0.0,-1.0897362055062754
2025Q1,2025-01,비금속,COMPLETE,3239086,79,43242,2,C,시 멘 트|유 리,True,,41001.08860759494,74.90601729799732,COMPLETE,4701825.0,79.0,43405.0,-31.110026425909087,0.0,-0.37553277272203145
2025Q1,2025-02,비금속,COMPLETE,3538978,79,43242,2,C,시 멘 트|유 리,True,,44797.18987341772,81.84121918505157,COMPLETE,4113566.0,78.0,43340.0,-13.968124007248218,1.2820512820512775,-0.2261190586063666
2025Q1,2025-03,비금속,COMPLETE,3733920,80,43272,2,C,시 멘 트|유 리,True,,46674.0,86.28951747088186,COMPLETE,3818441.0,77.0,42840.0,-2.213494983947639,3.8961038961038863,1.0084033613445342
2025Q2,2025-04,비금속,COMPLETE,3469595,80,43287,2,C,시 멘 트|유 리,True,,43369.9375,80.15327927553307,COMPLETE,3894797.0,78.0,42920.0,-10.917180022476137,2.564102564102555,0.8550792171481802
2025Q2,2025-05,비금속,COMPLETE,3314392,79,43280,2,C,시 멘 트|유 리,True,,41954.329113924054,76.58022181146026,COMPLETE,3742717.0,78.0,42920.0,-11.444226213202867,1.2820512820512775,0.8387698042870539
2025Q2,2025-06,비금속,COMPLETE,3219249,78,43230,2,C,시 멘 트|유 리,True,,41272.42307692308,74.46793893129771,COMPLETE,3661059.0,78.0,42920.0,-12.06781972101515,0.0,0.7222739981360693
2025Q3,2025-07,비금속,COMPLETE,3378373,81,44025,2,C,시 멘 트|유 리,True,,41708.30864197531,76.7376036342987,COMPLETE,3580358.0,78.0,42920.0,-5.641474958649384,3.8461538461538547,2.574557315936632
2025Q3,2025-08,비금속,COMPLETE,2800107,81,44080,2,C,시 멘 트|유 리,True,,34569.22222222222,63.523298548094374,COMPLETE,3418795.0,78.0,42920.0,-18.096668563046336,3.8461538461538547,2.7027027027026973
2025Q3,2025-09,비금속,COMPLETE,3129334,80,44010,2,C,시 멘 트|유 리,True,,39116.675,71.10506703022041,COMPLETE,3201605.0,78.0,42920.0,-2.257336554634315,2.564102564102555,2.5396085740913232
2025Q4,2025-10,비금속,COMPLETE,2694148,79,41560,2,C,시 멘 트|유 리,True,,34103.13924050633,64.82550529355149,COMPLETE,3303167.0,78.0,42920.0,-18.43742686942561,1.2820512820512775,-3.1686859273066137
2025Q4,2025-11,비금속,COMPLETE,3338603,80,41565,2,C,시 멘 트|유 리,True,,41732.5375,80.32245879947071,COMPLETE,3561368.0,78.0,42914.0,-6.255040198036266,2.564102564102555,-3.1434962949154155
2025Q4,2025-12,비금속,COMPLETE,3528326,80,41565,2,C,시 멘 트|유 리,True,,44104.075,84.88694815349453,COMPLETE,3731097.0,79.0,42932.0,-5.434621506757931,1.2658227848101333,-3.1841050964315665
2026Q1,2026-01,비금속,COMPLETE,3809991,80,41585,2,C,시 멘 트|유 리,True,,47624.8875,91.61935794156547,COMPLETE,3239086.0,79.0,43242.0,17.62549682225172,1.2658227848101333,-3.8319226677766993
2026Q1,2026-02,비금속,COMPLETE,3130694,80,41585,2,C,시 멘 트|유 리,True,,39133.675,75.28421305759288,COMPLETE,3538978.0,79.0,43242.0,-11.536777001721966,1.2658227848101333,-3.8319226677766993
2026Q1,2026-03,비금속,COMPLETE,3402326,80,41510,2,C,시 멘 트|유 리,True,,42529.075,81.96400867260901,COMPLETE,3733920.0,80.0,43272.0,-8.880586622102237,0.0,-4.0719171750785765
2026Q2,2026-04,비금속,COMPLETE,3249817,80,41488,2,C,시 멘 트|유 리,True,,40622.7125,78.3314934438874,COMPLETE,3469595.0,80.0,43287.0,-6.334399259855983,0.0,-4.155982165546234
2026Q2,2026-05,비금속,COMPLETE,3043277,80,41688,2,C,시 멘 트|유 리,True,,38040.9625,73.00127134906927,COMPLETE,3314392.0,79.0,43280.0,-8.179931643571425,1.2658227848101333,-3.6783733826247667
2026Q2,2026-06,비금속,COMPLETE,3419869,81,41505,2,C,시 멘 트|유 리,True,,42220.60493827161,82.39655463197205,COMPLETE,3219249.0,78.0,43230.0,6.231888244742789,3.8461538461538547,-3.9902845246356677
2022Q1,2022-02,석유화학,COMPLETE,17269773,346,104707,3,C,고무. 플라|석유 정제|화학 제품,True,9202367.0,49912.6387283237,164.93427373528036,,,,,,,
2022Q1,2022-03,석유화학,COMPLETE,17679034,346,104722,3,C,고무. 플라|석유 정제|화학 제품,True,9897019.0,51095.473988439306,168.8187200397242,,,,,,,
2022Q2,2022-04,석유화학,COMPLETE,17503756,346,104702,3,C,고무. 플라|석유 정제|화학 제품,True,9739449.0,50588.89017341041,167.17690206490803,,,,,,,
2022Q2,2022-05,석유화학,COMPLETE,17064935,347,104997,3,C,고무. 플라|석유 정제|화학 제품,True,9721732.0,49178.487031700286,162.52783412859415,,,,,,,
2022Q2,2022-06,석유화학,COMPLETE,16938570,351,105365,3,C,고무. 플라|석유 정제|화학 제품,True,9488682.0,48258.03418803419,160.7608788497129,,,,,,,
2022Q3,2022-07,석유화학,COMPLETE,18195431,353,105434,3,C,고무. 플라|석유 정제|화학 제품,True,9984415.0,51545.13031161473,172.57650283589734,,,,,,,
2022Q3,2022-08,석유화학,COMPLETE,16859909,356,105880,3,C,고무. 플라|석유 정제|화학 제품,True,9575705.0,47359.29494382023,159.23601246694372,,,,,,,
2022Q3,2022-09,석유화학,COMPLETE,16868811,356,105471,3,C,고무. 플라|석유 정제|화학 제품,True,9469740.0,47384.300561797754,159.93790710242627,,,,,,,
2022Q4,2022-10,석유화학,COMPLETE,16535305,354,105300,3,C,고무. 플라|석유 정제|화학 제품,True,9402254.0,46709.9011299435,157.03043684710352,,,,,,,
2022Q4,2022-11,석유화학,COMPLETE,16672405,356,111345,3,C,고무. 플라|석유 정제|화학 제품,True,9361403.0,46832.598314606745,149.73644977322735,,,,,,,
2022Q4,2022-12,석유화학,COMPLETE,17173620,354,110251,3,C,고무. 플라|석유 정제|화학 제품,True,9617333.0,48513.05084745763,155.76838305321493,,,,,,,
2023Q1,2023-01,석유화학,COMPLETE,17947669,353,110991,3,C,고무. 플라|석유 정제|화학 제품,True,9954970.0,50843.25495750708,161.7038228324819,,,,,,,
2023Q1,2023-02,석유화학,COMPLETE,17050059,352,111262,3,C,고무. 플라|석유 정제|화학 제품,True,9356913.0,48437.66761363636,153.24242778307058,COMPLETE,17269773.0,346.0,104707.0,-1.2722460219946163,1.7341040462427681,6.260326434717833
2023Q1,2023-03,석유화학,COMPLETE,17780053,353,111517,3,C,고무. 플라|석유 정제|화학 제품,True,9955505.0,50368.42209631728,159.43804980406574,COMPLETE,17679034.0,346.0,104722.0,0.5714056548564717,2.0231213872832443,6.488607933385526
2023Q2,2023-04,석유화학,COMPLETE,16966229,355,111761,3,C,고무. 플라|석유 정제|화학 제품,True,9684711.0,47792.19436619718,151.80813521711508,COMPLETE,17503756.0,346.0,104702.0,-3.0709237491656105,2.6011560693641522,6.741991556990312
2023Q2,2023-05,석유화학,COMPLETE,16689694,355,110676,3,C,고무. 플라|석유 정제|화학 제품,True,9723296.0,47013.222535211265,150.79777006758465,COMPLETE,17064935.0,347.0,104997.0,-2.1989008455057135,2.3054755043227626,5.408725963598959
2023Q2,2023-06,석유화학,COMPLETE,16561681,356,110629,3,C,고무. 플라|석유 정제|화학 제품,True,9221027.0,46521.57584269663,149.70469768324762,COMPLETE,16938570.0,351.0,105365.0,-2.2250343446937992,1.4245014245014342,4.9959664025055694
2023Q3,2023-07,석유화학,COMPLETE,17768908,356,110637,3,C,고무. 플라|석유 정제|화학 제품,True,9950054.0,49912.66292134832,160.6054755642326,COMPLETE,18195431.0,353.0,105434.0,-2.3441214445538594,0.8498583569405138,4.934840753457137
2023Q3,2023-08,석유화학,COMPLETE,16205721,355,109692,3,C,고무. 플라|석유 정제|화학 제품,True,9104489.0,45649.91830985915,147.73840389454108,COMPLETE,16859909.0,356.0,105880.0,-3.880139566589591,-0.2808988764044895,3.6003022289384123
2023Q3,2023-09,석유화학,COMPLETE,17865601,354,110742,3,C,고무. 플라|석유 정제|화학 제품,True,9989000.0,50467.799435028246,161.3263350851529,COMPLETE,16868811.0,356.0,105471.0,5.9090708882801435,-0.5617977528089901,4.997582273800383
2023Q4,2023-10,석유화학,COMPLETE,16386818,354,111672,3,C,고무. 플라|석유 정제|화학 제품,True,9872747.0,46290.44632768362,146.7406153735941,COMPLETE,16535305.0,354.0,105300.0,-0.8979997647457938,0.0,6.0512820512820475
2023Q4,2023-11,석유화학,COMPLETE,17061424,352,110622,3,C,고무. 플라|석유 정제|화학 제품,True,9826048.0,48469.954545454544,154.23174413769414,COMPLETE,16672405.0,356.0,111345.0,2.333310641146258,-1.1235955056179803,-0.64933315371144
2023Q4,2023-12,석유화학,COMPLETE,17727679,351,110637,3,C,고무. 플라|석유 정제|화학 제품,True,10169090.0,50506.207977207974,160.23282446197928,COMPLETE,17173620.0,354.0,110251.0,3.2262213790686056,-0.8474576271186418,0.35011020308206575
2024Q1,2024-01,석유화학,COMPLETE,18898066,349,110017,3,C,고무. 플라|석유 정제|화학 제품,True,11010109.0,54149.186246418336,171.7740531008844,COMPLETE,17947669.0,353.0,110991.0,5.295378469482581,-1.1331444759206777,-0.8775486300691027
2024Q1,2024-02,석유화학,COMPLETE,17629687,349,109982,3,C,고무. 플라|석유 정제|화학 제품,True,9889119.0,50514.86246418338,160.29611209106946,COMPLETE,17050059.0,352.0,111262.0,3.3995659487160657,-0.8522727272727293,-1.150437705595797
2024Q1,2024-03,석유화학,COMPLETE,17889187,348,109975,3,C,고무. 플라|석유 정제|화학 제품,True,10412860.0,51405.70977011494,162.66594225960446,COMPLETE,17780053.0,353.0,111517.0,0.6138001950837912,-1.4164305949008527,-1.3827488185657821
2024Q2,2024-04,석유화학,COMPLETE,17667273,348,109695,3,C,고무. 플라|석유 정제|화학 제품,True,10410022.0,50768.025862068964,161.058143032955,COMPLETE,16966229.0,355.0,111761.0,4.13199656800578,-1.9718309859154903,-1.8485876110628907
2024Q2,2024-05,석유화학,COMPLETE,16846153,348,109405,3,C,고무. 플라|석유 정제|화학 제품,True,9711684.0,48408.48563218391,153.97973584388282,COMPLETE,16689694.0,355.0,110676.0,0.9374587694657599,-1.9718309859154903,-1.1483971231341927
2024Q2,2024-06,석유화학,COMPLETE,16834401,351,110540,3,C,고무. 플라|석유 정제|화학 제품,True,9538657.0,47961.256410256414,152.2923918943369,COMPLETE,16561681.0,356.0,110629.0,1.64669274815763,-1.4044943820224698,-0.08044906850825928
2024Q3,2024-07,석유화학,COMPLETE,17604647,350,105406,3,C,고무. 플라|석유 정제|화학 제품,True,9992033.0,50298.991428571426,167.01750374741476,COMPLETE,17768908.0,356.0,110637.0,-0.9244293459114039,-1.6853932584269704,-4.728074694722384
2024Q3,2024-08,석유화학,COMPLETE,18268080,351,105636,3,C,고무. 플라|석유 정제|화학 제품,True,10976113.0,52045.81196581197,172.93422696807906,COMPLETE,16205721.0,355.0,109692.0,12.726116906492457,-1.1267605633802802,-3.697626080297556
2024Q3,2024-09,석유화학,COMPLETE,17413157,349,105585,3,C,고무. 플라|석유 정제|화학 제품,True,9994151.0,49894.432664756445,164.9207463181323,COMPLETE,17865601.0,354.0,110742.0,-2.5324868723979654,-1.412429378531077,-4.656769789239856
2024Q4,2024-10,석유화학,COMPLETE,16064104,349,106635,3,C,고무. 플라|석유 정제|화학 제품,True,9656702.0,46028.95128939828,150.6456979415764,COMPLETE,16386818.0,354.0,111672.0,-1.9693512187662021,-1.412429378531077,-4.510530840318072
2024Q4,2024-11,석유화학,COMPLETE,16461534,347,105711,3,C,고무. 플라|석유 정제|화학 제품,True,9822659.0,47439.57925072046,155.72205352328518,COMPLETE,17061424.0,352.0,110622.0,-3.5160605586028404,-1.4204545454545414,-4.439442425557305
2024Q4,2024-12,석유화학,COMPLETE,17811484,347,105812,3,C,고무. 플라|석유 정제|화학 제품,True,11010844.0,51329.925072046106,168.33141798661777,COMPLETE,17727679.0,351.0,110637.0,0.4727353197223394,-1.139601139601143,-4.36110885146922
2025Q1,2025-01,석유화학,COMPLETE,17233203,349,106448,3,C,고무. 플라|석유 정제|화학 제품,True,9915362.0,49378.805157593124,161.89315910115738,COMPLETE,18898066.0,349.0,110017.0,-8.809700421196542,0.0,-3.244044102275101
2025Q1,2025-02,석유화학,COMPLETE,16786955,352,106982,3,C,고무. 플라|석유 정제|화학 제품,True,9358349.0,47690.213068181816,156.91382662503972,COMPLETE,17629687.0,349.0,109982.0,-4.780186965315947,0.8595988538681931,-2.727719081304214
2025Q1,2025-03,석유화학,COMPLETE,17219758,352,107302,3,C,고무. 플라|석유 정제|화학 제품,True,9954644.0,48919.767045454544,160.47937596689718,COMPLETE,17889187.0,348.0,109975.0,-3.7420873290664347,1.1494252873563315,-2.4305523982723343
2025Q2,2025-04,석유화학,COMPLETE,16802203,353,107583,3,C,고무. 플라|석유 정제|화학 제품,True,9611824.0,47598.30878186969,156.17897809133413,COMPLETE,17667273.0,348.0,109695.0,-4.896454591492416,1.4367816091954033,-1.9253384383973726
2025Q2,2025-05,석유화학,COMPLETE,16327965,351,107593,3,C,고무. 플라|석유 정제|화학 제품,True,9500288.0,46518.418803418805,151.75675926872566,COMPLETE,16846153.0,348.0,109405.0,-3.076001980986398,0.8620689655172376,-1.6562314336639128
2025Q2,2025-06,석유화학,COMPLETE,16184132,353,108265,3,C,고무. 플라|석유 정제|화학 제품,True,8862958.0,45847.39943342776,149.48627903754675,COMPLETE,16834401.0,351.0,110540.0,-3.8627391613161643,0.5698005698005604,-2.058078523611362
2025Q3,2025-07,석유화학,COMPLETE,17658561,357,109160,3,C,고무. 플라|석유 정제|화학 제품,True,9318883.0,49463.75630252101,161.76768962990107,COMPLETE,17604647.0,350.0,105406.0,0.30624868536131,2.0000000000000018,3.5614670891600086
2025Q3,2025-08,석유화학,COMPLETE,17207768,356,109043,3,C,고무. 플라|석유 정제|화학 제품,True,9511974.0,48336.426966292136,157.80717698522602,COMPLETE,18268080.0,351.0,105636.0,-5.804178654790215,1.4245014245014342,3.2252262486273553
2025Q3,2025-09,석유화학,COMPLETE,17545657,353,108816,3,C,고무. 플라|석유 정제|화학 제품,True,9337654.0,49704.41076487252,161.24151779150125,COMPLETE,17413157.0,349.0,105585.0,0.7609188844963644,1.1461318051575908,3.060093763318661
2025Q4,2025-10,석유화학,COMPLETE,15518925,353,112686,3,C,고무. 플라|석유 정제|화학 제품,True,8955336.0,43962.96033994334,137.71830573451894,COMPLETE,16064104.0,349.0,106635.0,-3.3937716040682964,1.1461318051575908,5.674497116331412
2025Q4,2025-11,석유화학,COMPLETE,16683194,352,112430,3,C,고무. 플라|석유 정제|화학 제품,True,9044885.0,47395.4375,148.38738770790715,COMPLETE,16461534.0,347.0,105711.0,1.3465330752285842,1.4409221902017322,6.356008362422072
2025Q4,2025-12,석유화학,COMPLETE,17763231,353,113226,3,C,고무. 플라|석유 정제|화학 제품,True,9659940.0,50320.76770538244,156.8829685761221,COMPLETE,17811484.0,347.0,105812.0,-0.2709094873846518,1.729106628242083,7.006766718330626
2026Q1,2026-01,석유화학,COMPLETE,18125644,352,113466,3,C,고무. 플라|석유 정제|화학 제품,True,9931381.0,51493.306818181816,159.74515713958365,COMPLETE,17233203.0,349.0,106448.0,5.1786136332288235,0.8595988538681931,6.592890425372011
