quarter,ym,kicox_industry,month_completeness,power_usage_kwh,cust_cnt,cntr_pwr_kw,n_biz_types,evidence_level,biz_types,kicox_mapped,power_usage_kwh_B,power_usage_per_customer,power_usage_per_contract_power,month_completeness_lag12,power_usage_kwh_lag12,cust_cnt_lag12,cntr_pwr_kw_lag12,total_power_usage_yoy,customer_count_yoy,contract_power_yoy
2026Q1,2026-02,석유화학,COMPLETE,17708115,350,112660,3,C,고무. 플라|석유 정제|화학 제품,True,9206337.0,50594.614285714284,157.1819190484644,COMPLETE,16786955.0,352.0,106982.0,5.487356104784946,-0.5681818181818232,5.307434895589913
2026Q1,2026-03,석유화학,COMPLETE,17171546,351,112965,3,C,고무. 플라|석유 정제|화학 제품,True,9668750.0,48921.78347578348,152.0076660912672,COMPLETE,17219758.0,352.0,107302.0,-0.2799807058844861,-0.28409090909090606,5.277627630426274
2026Q2,2026-04,석유화학,COMPLETE,17105273,351,112965,3,C,고무. 플라|석유 정제|화학 제품,True,9295828.0,48732.97150997151,151.42099765414065,COMPLETE,16802203.0,353.0,107583.0,1.803751567577172,-0.5665722379603388,5.002649117425606
2026Q2,2026-05,석유화학,COMPLETE,16596220,349,113175,3,C,고무. 플라|석유 정제|화학 제품,True,9492020.0,47553.63896848138,146.642102937928,COMPLETE,16327965.0,351.0,107593.0,1.642917534426358,-0.5698005698005715,5.188069855845634
2026Q2,2026-06,석유화학,COMPLETE,17187480,349,113565,3,C,고무. 플라|석유 정제|화학 제품,True,9505494.0,49247.79369627507,151.34486857746666,COMPLETE,16184132.0,353.0,108265.0,6.199578698443631,-1.1331444759206777,4.895395557197624
2022Q1,2022-02,섬유의복,COMPLETE,219917,60,2303,3,C,가죽. 신발|섬 유|의복. 모피,True,167750.0,3665.2833333333333,95.4915327833261,,,,,,,
2022Q1,2022-03,섬유의복,COMPLETE,201976,59,2296,3,C,가죽. 신발|섬 유|의복. 모피,True,153977.0,3423.322033898305,87.96864111498257,,,,,,,
2022Q2,2022-04,섬유의복,COMPLETE,187354,59,2296,3,C,가죽. 신발|섬 유|의복. 모피,True,138718.0,3175.491525423729,81.60017421602788,,,,,,,
2022Q2,2022-05,섬유의복,COMPLETE,172203,59,2296,3,C,가죽. 신발|섬 유|의복. 모피,True,123558.0,2918.6949152542375,75.00130662020906,,,,,,,
2022Q2,2022-06,섬유의복,COMPLETE,169573,59,2296,3,C,가죽. 신발|섬 유|의복. 모피,True,123767.0,2874.1186440677966,73.8558362369338,,,,,,,
2022Q3,2022-07,섬유의복,COMPLETE,183417,58,2286,3,C,가죽. 신발|섬 유|의복. 모피,True,134696.0,3162.362068965517,80.23490813648294,,,,,,,
2022Q3,2022-08,섬유의복,COMPLETE,189598,58,2286,3,C,가죽. 신발|섬 유|의복. 모피,True,135596.0,3268.9310344827586,82.93875765529309,,,,,,,
2022Q3,2022-09,섬유의복,COMPLETE,179465,58,2286,3,C,가죽. 신발|섬 유|의복. 모피,True,127379.0,3094.2241379310344,78.50612423447069,,,,,,,
2022Q4,2022-10,섬유의복,COMPLETE,162864,58,2286,3,C,가죽. 신발|섬 유|의복. 모피,True,116467.0,2808.0,71.24409448818898,,,,,,,
2022Q4,2022-11,섬유의복,COMPLETE,180896,58,2286,3,C,가죽. 신발|섬 유|의복. 모피,True,134744.0,3118.896551724138,79.1321084864392,,,,,,,
2022Q4,2022-12,섬유의복,COMPLETE,188779,57,2250,3,C,가죽. 신발|섬 유|의복. 모피,True,144141.0,3311.9122807017543,83.90177777777778,,,,,,,
2023Q1,2023-01,섬유의복,COMPLETE,228714,56,2237,3,C,가죽. 신발|섬 유|의복. 모피,True,152132.0,4084.1785714285716,102.24139472507822,,,,,,,
2023Q1,2023-02,섬유의복,COMPLETE,235665,57,2260,3,C,가죽. 신발|섬 유|의복. 모피,True,162591.0,4134.473684210527,104.27654867256638,COMPLETE,219917.0,60.0,2303.0,7.160883424200959,-5.000000000000004,-1.8671298306556672
2023Q1,2023-03,섬유의복,COMPLETE,199597,57,2190,3,C,가죽. 신발|섬 유|의복. 모피,True,137351.0,3501.7017543859647,91.14018264840183,COMPLETE,201976.0,59.0,2296.0,-1.1778627163623434,-3.3898305084745783,-4.616724738675959
2023Q2,2023-04,섬유의복,COMPLETE,205173,56,2175,3,C,가죽. 신발|섬 유|의복. 모피,True,140279.0,3663.8035714285716,94.33241379310344,COMPLETE,187354.0,59.0,2296.0,9.510872466026887,-5.0847457627118615,-5.270034843205574
2023Q2,2023-05,섬유의복,COMPLETE,178390,55,2166,3,C,가죽. 신발|섬 유|의복. 모피,True,120169.0,3243.4545454545455,82.35918744228994,COMPLETE,172203.0,59.0,2296.0,3.5928526216151946,-6.779661016949157,-5.662020905923349
2023Q2,2023-06,섬유의복,COMPLETE,186567,53,2061,3,C,가죽. 신발|섬 유|의복. 모피,True,124733.0,3520.132075471698,90.52256186317322,COMPLETE,169573.0,59.0,2296.0,10.0216425964039,-10.169491525423723,-10.235191637630658
2023Q3,2023-07,섬유의복,COMPLETE,195244,53,2061,3,C,가죽. 신발|섬 유|의복. 모피,True,126878.0,3683.8490566037735,94.73265405143134,COMPLETE,183417.0,58.0,2286.0,6.448148208726567,-8.62068965517241,-9.842519685039374
2023Q3,2023-08,섬유의복,COMPLETE,186602,53,2061,3,C,가죽. 신발|섬 유|의복. 모피,True,117520.0,3520.7924528301887,90.53954391072295,COMPLETE,189598.0,58.0,2286.0,-1.5801854449941422,-8.62068965517241,-9.842519685039374
2023Q3,2023-09,섬유의복,COMPLETE,214806,54,2221,3,C,가죽. 신발|섬 유|의복. 모피,True,142981.0,3977.8888888888887,96.71589374155786,COMPLETE,179465.0,58.0,2286.0,19.69241913465021,-6.896551724137934,-2.8433945756780377
2023Q4,2023-10,섬유의복,COMPLETE,174754,55,3171,3,C,가죽. 신발|섬 유|의복. 모피,True,115669.0,3177.3454545454547,55.11005991800694,COMPLETE,162864.0,58.0,2286.0,7.300569800569812,-5.1724137931034475,38.71391076115485
2023Q4,2023-11,섬유의복,COMPLETE,215194,55,3171,3,C,가죽. 신발|섬 유|의복. 모피,True,152416.0,3912.6181818181817,67.86313465783664,COMPLETE,180896.0,58.0,2286.0,18.960065451972397,-5.1724137931034475,38.71391076115485
2023Q4,2023-12,섬유의복,COMPLETE,235817,55,3171,3,C,가죽. 신발|섬 유|의복. 모피,True,173005.0,4287.581818181819,74.36676127404604,COMPLETE,188779.0,57.0,2250.0,24.916966399864382,-3.508771929824561,40.93333333333333
2024Q1,2024-01,섬유의복,COMPLETE,233864,55,3165,3,C,가죽. 신발|섬 유|의복. 모피,True,170282.0,4252.072727272727,73.89067930489732,COMPLETE,228714.0,56.0,2237.0,2.251720489344766,-1.7857142857142905,41.48413053196245
2024Q1,2024-02,섬유의복,COMPLETE,257363,55,3150,3,C,가죽. 신발|섬 유|의복. 모피,True,193441.0,4679.327272727272,81.70253968253968,COMPLETE,235665.0,57.0,2260.0,9.207137249909824,-3.508771929824561,39.380530973451336
2024Q1,2024-03,섬유의복,COMPLETE,280750,55,3150,3,C,가죽. 신발|섬 유|의복. 모피,True,226579.0,5104.545454545455,89.12698412698413,COMPLETE,199597.0,57.0,2190.0,40.658426729860665,-3.508771929824561,43.83561643835616
2024Q2,2024-04,섬유의복,COMPLETE,289393,55,3150,3,C,가죽. 신발|섬 유|의복. 모피,True,225125.0,5261.690909090909,91.87079365079364,COMPLETE,205173.0,56.0,2175.0,41.04828608052718,-1.7857142857142905,44.827586206896555
2024Q2,2024-05,섬유의복,COMPLETE,294452,56,3155,3,C,가죽. 신발|섬 유|의복. 모피,True,232142.0,5258.071428571428,93.32868462757527,COMPLETE,178390.0,55.0,2166.0,65.06082179494366,1.8181818181818077,45.660203139427516
2024Q2,2024-06,섬유의복,COMPLETE,349344,56,3155,3,C,가죽. 신발|섬 유|의복. 모피,True,286141.0,6238.285714285715,110.7270998415214,COMPLETE,186567.0,53.0,2061.0,87.24854877872292,5.660377358490565,53.081028626880155
2024Q3,2024-07,섬유의복,COMPLETE,430018,56,3155,3,C,가죽. 신발|섬 유|의복. 모피,True,358420.0,7678.892857142857,136.2973058637084,COMPLETE,195244.0,53.0,2061.0,120.24646083874538,5.660377358490565,53.081028626880155
2024Q3,2024-08,섬유의복,COMPLETE,501909,56,3155,3,C,가죽. 신발|섬 유|의복. 모피,True,430597.0,8962.660714285714,159.083676703645,COMPLETE,186602.0,53.0,2061.0,168.97300136118582,5.660377358490565,53.081028626880155
2024Q3,2024-09,섬유의복,COMPLETE,454941,57,3405,3,C,가죽. 신발|섬 유|의복. 모피,True,376444.0,7981.421052631579,133.60969162995596,COMPLETE,214806.0,54.0,2221.0,111.79157006787518,5.555555555555558,53.30932012606935
2024Q4,2024-10,섬유의복,COMPLETE,454630,57,3395,3,C,가죽. 신발|섬 유|의복. 모피,True,395229.0,7975.964912280701,133.91163475699557,COMPLETE,174754.0,55.0,3171.0,160.15427400803418,3.6363636363636376,7.064017660044142
2024Q4,2024-11,섬유의복,COMPLETE,501794,57,3395,3,C,가죽. 신발|섬 유|의복. 모피,True,438421.0,8803.40350877193,147.8038291605302,COMPLETE,215194.0,55.0,3171.0,133.1821519187338,3.6363636363636376,7.064017660044142
2024Q4,2024-12,섬유의복,COMPLETE,450077,56,3195,3,C,가죽. 신발|섬 유|의복. 모피,True,388248.0,8037.089285714285,140.86917057902974,COMPLETE,235817.0,55.0,3171.0,90.85858949948478,1.8181818181818077,0.7568590350047311
2025Q1,2025-01,섬유의복,COMPLETE,489214,57,3200,3,C,가죽. 신발|섬 유|의복. 모피,True,425572.0,8582.701754385966,152.879375,COMPLETE,233864.0,55.0,3165.0,109.18739096226867,3.6363636363636376,1.1058451816745585
2025Q1,2025-02,섬유의복,COMPLETE,541444,57,3200,3,C,가죽. 신발|섬 유|의복. 모피,True,476994.0,9499.017543859649,169.20125,COMPLETE,257363.0,55.0,3150.0,110.38144566235242,3.6363636363636376,1.5873015873015817
2025Q1,2025-03,섬유의복,COMPLETE,552520,57,3200,3,C,가죽. 신발|섬 유|의복. 모피,True,491700.0,9693.333333333334,172.6625,COMPLETE,280750.0,55.0,3150.0,96.80142475512021,3.6363636363636376,1.5873015873015817
2025Q2,2025-04,섬유의복,COMPLETE,544377,57,3200,3,C,가죽. 신발|섬 유|의복. 모피,True,479636.0,9550.473684210527,170.1178125,COMPLETE,289393.0,55.0,3150.0,88.10994046158685,3.6363636363636376,1.5873015873015817
2025Q2,2025-05,섬유의복,COMPLETE,526699,57,3200,3,C,가죽. 신발|섬 유|의복. 모피,True,466176.0,9240.333333333334,164.5934375,COMPLETE,294452.0,56.0,3155.0,78.87431567793732,1.7857142857142794,1.4263074484944571
2025Q2,2025-06,섬유의복,COMPLETE,551081,57,3200,3,C,가죽. 신발|섬 유|의복. 모피,True,487554.0,9668.087719298246,172.2128125,COMPLETE,349344.0,56.0,3155.0,57.74737794265823,1.7857142857142794,1.4263074484944571
2025Q3,2025-07,섬유의복,COMPLETE,578015,58,3205,3,C,가죽. 신발|섬 유|의복. 모피,True,507407.0,9965.775862068966,180.34789391575663,COMPLETE,430018.0,56.0,3155.0,34.41646628745774,3.571428571428581,1.5847860538827252
2025Q3,2025-08,섬유의복,COMPLETE,616213,58,3402,3,C,가죽. 신발|섬 유|의복. 모피,True,549363.0,10624.362068965518,181.13256907701353,COMPLETE,501909.0,56.0,3155.0,22.773849442827277,3.571428571428581,7.828843106180661
2025Q3,2025-09,섬유의복,COMPLETE,648157,58,3262,3,C,가죽. 신발|섬 유|의복. 모피,True,556433.0,11175.120689655172,198.69926425505824,COMPLETE,454941.0,57.0,3405.0,42.470562116845926,1.7543859649122862,-4.199706314243756
2025Q4,2025-10,섬유의복,COMPLETE,498018,56,3187,3,C,가죽. 신발|섬 유|의복. 모피,True,456543.0,8893.17857142857,156.2654534044556,COMPLETE,454630.0,57.0,3395.0,9.543584893209855,-1.7543859649122862,-6.126656848306333
2025Q4,2025-11,섬유의복,COMPLETE,522032,56,3187,3,C,가죽. 신발|섬 유|의복. 모피,True,470033.0,9322.0,163.80043928459366,COMPLETE,501794.0,57.0,3395.0,4.033129132671975,-1.7543859649122862,-6.126656848306333
2025Q4,2025-12,섬유의복,COMPLETE,547637,56,3187,3,C,가죽. 신발|섬 유|의복. 모피,True,488239.0,9779.232142857143,171.83464072795732,COMPLETE,450077.0,56.0,3195.0,21.676290945771505,0.0,-0.250391236306724
2026Q1,2026-01,섬유의복,COMPLETE,559006,56,3187,3,C,가죽. 신발|섬 유|의복. 모피,True,500532.0,9982.25,175.4019454032005,COMPLETE,489214.0,57.0,3200.0,14.266149374302461,-1.7543859649122862,-0.4062499999999969
2026Q1,2026-02,섬유의복,COMPLETE,457636,55,3107,3,C,가죽. 신발|섬 유|의복. 모피,True,395875.0,8320.654545454545,147.29192146765368,COMPLETE,541444.0,57.0,3200.0,-15.478609052829107,-3.508771929824561,-2.906249999999999
2026Q1,2026-03,섬유의복,COMPLETE,423387,56,3217,3,C,가죽. 신발|섬 유|의복. 모피,True,406155.0,7560.482142857143,131.60926328877835,COMPLETE,552520.0,57.0,3200.0,-23.371642655469483,-1.7543859649122862,0.5312500000000053
2026Q2,2026-04,섬유의복,COMPLETE,426268,55,2972,3,C,가죽. 신발|섬 유|의복. 모피,True,406676.0,7750.327272727272,143.4279946164199,COMPLETE,544377.0,57.0,3200.0,-21.696177465249267,-3.508771929824561,-7.1250000000000036
2026Q2,2026-05,섬유의복,COMPLETE,419194,55,2972,3,C,가죽. 신발|섬 유|의복. 모피,True,400404.0,7621.709090909091,141.0477792732167,COMPLETE,526699.0,57.0,3200.0,-20.41108868632748,-3.508771929824561,-7.1250000000000036
2026Q2,2026-06,섬유의복,COMPLETE,476053,55,2972,3,C,가죽. 신발|섬 유|의복. 모피,True,455544.0,8655.50909090909,160.1793405114401,COMPLETE,551081.0,57.0,3200.0,-13.614695480337735,-3.508771929824561,-7.1250000000000036
2022Q1,2022-02,운송장비,COMPLETE,95606333,583,659010,2,B,기타 운송|자 동 차,True,95606333.0,163990.27958833618,145.075693843796,,,,,,,
2022Q1,2022-03,운송장비,COMPLETE,102129788,585,658725,2,B,기타 운송|자 동 차,True,102129788.0,174580.83418803418,155.04161524156515,,,,,,,
2022Q2,2022-04,운송장비,COMPLETE,97760981,588,659086,2,B,기타 운송|자 동 차,True,97760981.0,166260.17176870749,148.3281104438571,,,,,,,
2022Q2,2022-05,운송장비,COMPLETE,95971175,592,657838,2,B,기타 운송|자 동 차,True,95971175.0,162113.4712837838,145.88876744730464,,,,,,,
2022Q2,2022-06,운송장비,COMPLETE,102704703,591,656578,2,B,기타 운송|자 동 차,True,102704703.0,173781.2233502538,156.42422225539082,,,,,,,
2022Q3,2022-07,운송장비,COMPLETE,110274837,588,661828,2,B,기타 운송|자 동 차,True,110274837.0,187542.23979591837,166.62159503677694,,,,,,,
2022Q3,2022-08,운송장비,COMPLETE,104403957,589,666608,2,B,기타 운송|자 동 차,True,104403957.0,177256.2937181664,156.6197180351871,,,,,,,
2022Q3,2022-09,운송장비,COMPLETE,97346169,588,667138,2,B,기타 운송|자 동 차,True,97346169.0,165554.70918367346,145.91609082378758,,,,,,,
2022Q4,2022-10,운송장비,COMPLETE,97535618,590,666953,2,B,기타 운송|자 동 차,True,97535618.0,165314.60677966103,146.24061665514662,,,,,,,
2022Q4,2022-11,운송장비,COMPLETE,100230758,593,660237,2,B,기타 운송|자 동 차,True,100230758.0,169023.20067453626,151.8102711602046,,,,,,,
2022Q4,2022-12,운송장비,COMPLETE,108440559,599,661522,2,B,기타 운송|자 동 차,True,108440559.0,181035.9916527546,163.92585431777024,,,,,,,
2023Q1,2023-01,운송장비,COMPLETE,105653198,598,660968,2,B,기타 운송|자 동 차,True,105653198.0,176677.58862876255,159.84616199271372,,,,,,,
2023Q1,2023-02,운송장비,COMPLETE,104392638,598,658933,2,B,기타 운송|자 동 차,True,104392638.0,174569.6287625418,158.42678694191974,COMPLETE,95606333.0,583.0,659010.0,9.190086811508614,2.572898799313883,-0.01168419295609624
2023Q1,2023-03,운송장비,COMPLETE,108004062,599,658968,2,B,기타 운송|자 동 차,True,108004062.0,180307.28213689482,163.89879629966856,COMPLETE,102129788.0,585.0,658725.0,5.75177341991544,2.3931623931623847,0.03688944551976103
2023Q2,2023-04,운송장비,COMPLETE,101879937,600,669924,2,B,기타 운송|자 동 차,True,101879937.0,169799.895,152.07685797194907,COMPLETE,97760981.0,588.0,659086.0,4.213292417759185,2.0408163265306145,1.6443984548298651
2023Q2,2023-05,운송장비,COMPLETE,104085178,598,657368,2,B,기타 운송|자 동 차,True,104085178.0,174055.48160535117,158.3362408879045,COMPLETE,95971175.0,592.0,657838.0,8.454625047572883,1.0135135135135087,-0.0714461615169637
2023Q2,2023-06,운송장비,COMPLETE,110556772,598,657523,2,B,기타 운송|자 동 차,True,110556772.0,184877.54515050168,168.14130000015209,COMPLETE,102704703.0,591.0,656578.0,7.645286701233145,1.1844331641285955,0.14392806338316966
2023Q3,2023-07,운송장비,COMPLETE,114216472,601,653764,2,B,기타 운송|자 동 차,True,114216472.0,190044.0465890183,174.70596729094902,COMPLETE,110274837.0,588.0,661828.0,3.5743739072586322,2.2108843537415046,-1.2184434626519303
2023Q3,2023-08,운송장비,COMPLETE,111468316,606,662313,2,B,기타 운송|자 동 차,True,111468316.0,183941.11551155115,168.30156738581306,COMPLETE,104403957.0,589.0,666608.0,6.766370933622756,2.8862478777589073,-0.6443066989895163
2023Q3,2023-09,운송장비,COMPLETE,108944833,606,660803,2,B,기타 운송|자 동 차,True,108944833.0,179776.9521452145,164.86734019064684,COMPLETE,97346169.0,588.0,667138.0,11.914864364102495,3.0612244897959107,-0.9495786478959323
2023Q4,2023-10,운송장비,COMPLETE,101145994,608,671584,2,B,기타 운송|자 동 차,True,101145994.0,166358.5427631579,150.60810561299851,COMPLETE,97535618.0,590.0,666953.0,3.7015975025656678,3.050847457627115,0.6943517759122386
2023Q4,2023-11,운송장비,COMPLETE,106966783,606,665009,2,B,기타 운송|자 동 차,True,106966783.0,176512.84323432343,160.85012834412768,COMPLETE,100230758.0,593.0,660237.0,6.72051686968187,2.1922428330522825,0.7227707626200841
2023Q4,2023-12,운송장비,COMPLETE,111462498,605,667399,2,B,기타 운송|자 동 차,True,111462498.0,184235.53388429753,167.01028620060862,COMPLETE,108440559.0,599.0,661522.0,2.7867239231033514,1.001669449081799,0.8884058277729201
2024Q1,2024-01,운송장비,COMPLETE,115259853,604,668473,2,B,기타 운송|자 동 차,True,115259853.0,190827.57119205297,172.4226004640427,COMPLETE,105653198.0,598.0,660968.0,9.092630589374107,1.0033444816053505,1.1354558768351897
2024Q1,2024-02,운송장비,COMPLETE,100531792,603,668797,2,B,기타 운송|자 동 차,True,100531792.0,166719.38971807627,150.31734891155313,COMPLETE,104392638.0,598.0,658933.0,-3.6983891526910173,0.8361204013378032,1.4969655488494382
2024Q1,2024-03,운송장비,COMPLETE,105281171,607,669032,2,B,기타 운송|자 동 차,True,105281171.0,173445.09225700164,157.3634310466465,COMPLETE,108004062.0,599.0,658968.0,-2.521100548977495,1.3355592654423987,1.5272365274186406
2024Q2,2024-04,운송장비,COMPLETE,104612692,612,667325,2,B,기타 운송|자 동 차,True,104612692.0,170935.77124183008,156.7642333195969,COMPLETE,101879937.0,600.0,669924.0,2.68232890642639,2.0000000000000018,-0.3879544545351443
2024Q2,2024-05,운송장비,COMPLETE,104584213,613,670245,2,B,기타 운송|자 동 차,True,104584213.0,170610.4616639478,156.03878134115138,COMPLETE,104085178.0,598.0,657368.0,0.47944866847420275,2.5083612040133874,1.9588723515595596
2024Q2,2024-06,운송장비,COMPLETE,109330667,616,674154,2,B,기타 운송|자 동 차,True,109330667.0,177484.84902597402,162.17461737229178,COMPLETE,110556772.0,598.0,657523.0,-1.1090274958462043,3.0100334448160515,2.529341178939748
2024Q3,2024-07,운송장비,COMPLETE,111869997,615,672239,2,B,기타 운송|자 동 차,True,111869997.0,181902.43414634146,166.41402388138744,COMPLETE,114216472.0,601.0,653764.0,-2.0544103305869976,2.329450915141429,2.8259433067590045
2024Q3,2024-08,운송장비,COMPLETE,112061442,612,671678,2,B,기타 운송|자 동 차,True,112061442.0,183106.931372549,166.8380414424769,COMPLETE,111468316.0,606.0,662313.0,0.5321027725941452,0.990099009900991,1.4139840226599754
2024Q3,2024-09,운송장비,COMPLETE,106303615,613,686738,2,B,기타 운송|자 동 차,True,106303615.0,173415.35889070146,154.79500915924268,COMPLETE,108944833.0,606.0,660803.0,-2.4243627965357506,1.1551155115511635,3.9247703173260318
2024Q4,2024-10,운송장비,COMPLETE,105565688,614,692606,2,B,기타 운송|자 동 차,True,105565688.0,171931.08794788274,152.418096291398,COMPLETE,101145994.0,608.0,671584.0,4.369618434913014,0.9868421052631637,3.130211559536855
2024Q4,2024-11,운송장비,COMPLETE,103158728,613,685485,2,B,기타 운송|자 동 차,True,103158728.0,168285.03752039152,150.49013180448878,COMPLETE,106966783.0,606.0,665009.0,-3.5600350811709425,1.1551155115511635,3.0790560729253347
2024Q4,2024-12,운송장비,COMPLETE,109489940,613,685614,2,B,기타 운송|자 동 차,True,109489940.0,178613.27895595433,159.69618473368396,COMPLETE,111462498.0,605.0,667399.0,-1.7697055380904936,1.3223140495867813,2.7292519167694262
2025Q1,2025-01,운송장비,COMPLETE,105555540,618,690254,2,B,기타 운송|자 동 차,True,105555540.0,170801.84466019418,152.92275017602216,COMPLETE,115259853.0,604.0,668473.0,-8.419508395520857,2.3178807947019875,3.2583215776852636
2025Q1,2025-02,운송장비,COMPLETE,109558823,619,686228,2,B,기타 운송|자 동 차,True,109558823.0,176993.2520193861,159.65367632915007,COMPLETE,100531792.0,603.0,668797.0,8.979279907792748,2.6533996683250516,2.606321499647879
2025Q1,2025-03,운송장비,COMPLETE,109545469,618,686407,2,B,기타 운송|자 동 차,True,109545469.0,177258.04045307444,159.5925871968089,COMPLETE,105281171.0,607.0,669032.0,4.050389979040037,1.812191103789118,2.597035717275098
2025Q2,2025-04,운송장비,COMPLETE,108238454,618,686652,2,B,기타 운송|자 동 차,True,108238454.0,175143.1294498382,157.63218340585917,COMPLETE,104612692.0,612.0,667325.0,3.4658911176858043,0.9803921568627416,2.896190012362787
2025Q2,2025-05,운송장비,COMPLETE,105805517,622,686936,2,B,기타 운송|자 동 차,True,105805517.0,170105.33279742766,154.02529056564222,COMPLETE,104584213.0,613.0,670245.0,1.1677708948290233,1.4681892332789603,2.4902834038299515
2025Q2,2025-06,운송장비,COMPLETE,110328986,626,687591,2,B,기타 운송|자 동 차,True,110328986.0,176244.38658146965,160.45728638100266,COMPLETE,109330667.0,616.0,674154.0,0.9131189147506102,1.6233766233766156,1.9931647665073493
2025Q3,2025-07,운송장비,COMPLETE,118572823,623,685625,2,B,기타 운송|자 동 차,True,118572823.0,190325.55858747993,172.94121859617138,COMPLETE,111869997.0,615.0,672239.0,5.991620791766006,1.300813008130075,1.991256086005122
2025Q3,2025-08,운송장비,COMPLETE,116861982,622,685080,2,B,기타 운송|자 동 차,True,116861982.0,187881.0,170.58151164827464,COMPLETE,112061442.0,612.0,671678.0,4.283846356358678,1.6339869281045694,1.995301319977738
2025Q3,2025-09,운송장비,COMPLETE,118595998,622,685420,2,B,기타 운송|자 동 차,True,118595998.0,190668.807073955,173.0267543987628,COMPLETE,106303615.0,613.0,686738.0,11.563466585778848,1.4681892332789603,-0.19192181006438824
2025Q4,2025-10,운송장비,COMPLETE,99540935,619,684290,2,B,기타 운송|자 동 차,True,99540935.0,160809.26494345718,145.46600856362068,COMPLETE,105565688.0,614.0,692606.0,-5.707112902063405,0.8143322475570036,-1.2006826391916858
2025Q4,2025-11,운송장비,COMPLETE,104994674,620,684605,2,B,기타 운송|자 동 차,True,104994674.0,169346.24838709677,153.36533329438143,COMPLETE,103158728.0,613.0,685485.0,1.779729195575186,1.1419249592169667,-0.12837625914497997
2025Q4,2025-12,운송장비,COMPLETE,113818863,621,687338,2,B,기타 운송|자 동 차,True,113818863.0,183283.193236715,165.5937297224946,COMPLETE,109489940.0,613.0,685614.0,3.9537175744182473,1.3050570962479524,0.2514534417325187
2026Q1,2026-01,운송장비,COMPLETE,117457413,623,688102,2,B,기타 운송|자 동 차,True,117457413.0,188535.17335473516,170.69767708857117,COMPLETE,105555540.0,618.0,690254.0,11.275460293225725,0.8090614886731462,-0.3117692907248615
2026Q1,2026-02,운송장비,COMPLETE,101815915,621,687777,2,B,기타 운송|자 동 차,True,101815915.0,163954.77455716586,148.03623122029379,COMPLETE,109558823.0,619.0,686228.0,-7.067352302607343,0.3231017770597644,0.2257267263941376
2026Q1,2026-03,운송장비,COMPLETE,107799393,622,687692,2,B,기타 운송|자 동 차,True,107799393.0,173310.92122186496,156.7553395997045,COMPLETE,109545469.0,618.0,686407.0,-1.5939280884360474,0.6472491909385036,0.1872067155492374
2026Q2,2026-04,운송장비,COMPLETE,107016928,624,688417,2,B,기타 운송|자 동 차,True,107016928.0,171501.4871794872,155.45363929130164,COMPLETE,108238454.0,618.0,686652.0,-1.12855085679624,0.9708737864077666,0.25704432521860276
2026Q2,2026-05,운송장비,COMPLETE,103975945,624,687952,2,B,기타 운송|자 동 차,True,103975945.0,166628.1169871795,151.1383715724353,COMPLETE,105805517.0,622.0,686936.0,-1.729183932818934,0.3215434083601254,0.1479031525498664
2026Q2,2026-06,운송장비,COMPLETE,112985586,629,687811,2,B,기타 운송|자 동 차,True,112985586.0,179627.3227344992,164.26836151210142,COMPLETE,110328986.0,626.0,687591.0,2.407889437142119,0.4792332268370503,0.031995764924208636
2022Q1,2022-02,음식료,COMPLETE,12678189,581,82576,2,B,식료품제조|음료품제조,True,12678189.0,21821.323580034423,153.5335811858167,,,,,,,
2022Q1,2022-03,음식료,COMPLETE,13814574,579,82556,2,B,식료품제조|음료품제조,True,13814574.0,23859.36787564767,167.33579630796066,,,,,,,
2022Q2,2022-04,음식료,COMPLETE,13531596,579,82598,2,B,식료품제조|음료품제조,True,13531596.0,23370.63212435233,163.82474151916512,,,,,,,
2022Q2,2022-05,음식료,COMPLETE,13640233,579,82572,2,B,식료품제조|음료품제조,True,13640233.0,23558.26079447323,165.1919900208303,,,,,,,
2022Q2,2022-06,음식료,COMPLETE,14528219,582,82811,2,B,식료품제조|음료품제조,True,14528219.0,24962.57560137457,175.43827510837932,,,,,,,
2022Q3,2022-07,음식료,COMPLETE,15366235,580,82782,2,B,식료품제조|음료품제조,True,15366235.0,26493.508620689656,185.6229011137687,,,,,,,
2022Q3,2022-08,음식료,COMPLETE,15169022,581,82741,2,B,식료품제조|음료품제조,True,15169022.0,26108.471600688466,183.33138347373128,,,,,,,
2022Q3,2022-09,음식료,COMPLETE,13197089,579,82804,2,B,식료품제조|음료품제조,True,13197089.0,22792.899827288427,159.3774334573209,,,,,,,
2022Q4,2022-10,음식료,COMPLETE,13871437,578,82794,2,B,식료품제조|음료품제조,True,13871437.0,23999.025951557094,167.54157306084983,,,,,,,
2022Q4,2022-11,음식료,COMPLETE,13336176,573,82737,2,B,식료품제조|음료품제조,True,13336176.0,23274.303664921466,161.18757025272853,,,,,,,
2022Q4,2022-12,음식료,COMPLETE,13966147,572,82495,2,B,식료품제조|음료품제조,True,13966147.0,24416.340909090908,169.29689072064974,,,,,,,
2023Q1,2023-01,음식료,COMPLETE,12782858,576,84023,2,B,식료품제조|음료품제조,True,12782858.0,22192.461805555555,152.1352248789022,,,,,,,
2023Q1,2023-02,음식료,COMPLETE,12783523,576,84141,2,B,식료품제조|음료품제조,True,12783523.0,22193.616319444445,151.92977264353883,COMPLETE,12678189.0,581.0,82576.0,0.830828440875897,-0.8605851979345935,1.8952237938383965
