period,district,legal_dong,ksic_major_code,ksic_major_name,ksic_mid_code,ksic_mid_name,kicox_industry,mapping_grade,mapping_type,mapping_rationale,months_observed,months,power_usage,customer_count_qe,customer_count_mean,suppression_flag,missing_flag,coverage_flag,source_file
2024Q3,마산합포구,진북면,C,제조업,24,1차 금속 제조업,철강,B,approximate,24는 비철금속도 포함해 '철강'보다 범위가 넓다,3,2024-07|2024-08|2024-09,1201198.0,21.0,21.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,C,제조업,25,금속가공제품 제조업;기계 및 가구 제외,기계,C,ambiguous,KICOX 에서 금속가공이 '철강'과 '기계' 중 어디로 집계되는지 공표 정의로 확정 불가,3,2024-07|2024-08|2024-09,2733749.0,41.0,41.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,C,제조업,26,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,전기전자,A,direct,28과 함께 대응,3,2024-07|2024-08|2024-09,445345.0,6.0,6.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,C,제조업,27,의료/ 정밀/ 광학기기 및 시계 제조업,전기전자,B,approximate,KICOX '전기전자'에 포함되는 것으로 보이나 의료기기 범위가 불확실,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,C,제조업,28,전기장비 제조업,전기전자,A,direct,26과 함께 대응,3,2024-07|2024-08|2024-09,994613.0,8.0,8.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,C,제조업,29,기타 기계 및 장비 제조업,기계,A,direct,KICOX '기계'의 중심 범위,3,2024-07|2024-08|2024-09,4117846.0,60.0,60.333333333333336,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,C,제조업,30,자동차 및 트레일러 제조업,운송장비,A,direct,31과 함께 대응,3,2024-07|2024-08|2024-09,8136060.0,24.0,24.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,C,제조업,31,기타 운송장비 제조업,운송장비,A,direct,30과 함께 대응,3,2024-07|2024-08|2024-09,1729513.0,18.0,18.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,C,제조업,32,가구 제조업,기타,C,ambiguous,KICOX '기타' 구성 미공표,3,2024-07|2024-08|2024-09,18418.0,8.0,8.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,C,제조업,33,기타 제품 제조업,기타,C,ambiguous,KICOX '기타' 구성 미공표,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,C,제조업,34,산업용 기계 및 장비 수리업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,D,"전기, 가스, 증기 및 공기 조절 공급업",35,전기/ 가스/ 증기 및 공기조절 공급업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,76691.0,51.0,50.333333333333336,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,E,"수도, 하수 및 폐기물 처리, 원료 재생업",36,수도업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,50103.0,27.0,27.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,E,"수도, 하수 및 폐기물 처리, 원료 재생업",37,하수/ 폐수 및 분뇨 처리업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,E,"수도, 하수 및 폐기물 처리, 원료 재생업",38,폐기물 수집운반/ 처리 및 원료재생업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,137280.0,5.0,5.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,F,건설업,41,종합 건설업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,12705.0,14.0,12.666666666666666,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,F,건설업,42,전문직별 공사업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,77077.0,6.0,6.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,G,도매 및 소매업,45,자동차 및 부품 판매업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,G,도매 및 소매업,46,도매 및 상품중개업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,82973.0,18.0,18.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,G,도매 및 소매업,47,소매업; 자동차 제외,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,92963.0,27.0,27.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,H,운수 및 창고업,49,육상운송 및 파이프라인 운송업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,H,운수 및 창고업,52,창고 및 운송관련 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,241056.0,24.0,23.666666666666668,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,I,숙박 및 음식점업,55,숙박업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,98484.0,7.0,7.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,I,숙박 및 음식점업,56,음식점 및 주점업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,249835.0,35.0,35.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,J,정보통신업,60,방송업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,7638.0,12.0,12.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,J,정보통신업,61,우편 및 통신업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,201879.0,87.0,87.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,K,금융 및 보험업,64,금융업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,L,부동산업,68,부동산업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,251841.0,90.0,90.66666666666667,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,M,"전문, 과학 및 기술 서비스업",71,전문서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,M,"전문, 과학 및 기술 서비스업",72,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업시설 관리 및 조경 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,N,"사업시설 관리, 사업 지원 및 임대 서비스업",75,사업지원 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,O,"공공 행정, 국방 및 사회보장 행정",84,공공행정/ 국방 및 사회보장 행정,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,54676.0,41.0,40.666666666666664,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,P,교육 서비스업,85,교육 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,Q,보건업 및 사회복지 서비스업,86,보건업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,206805.0,9.0,9.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,S,"협회 및 단체, 수리 및 기타 개인 서비스업",94,협회 및 단체,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,27033.0,16.0,16.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,26548.0,8.0,8.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진북면,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,260325.0,22.0,21.333333333333332,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,A,"농업, 임업 및 어업",01,농업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,2745416.0,1555.0,1555.6666666666667,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,A,"농업, 임업 및 어업",03,어업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,188821.0,6.0,6.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,C,제조업,10,식료품 제조업,음식료,A,direct,음료(11)와 함께 '음식료'에 대응,3,2024-07|2024-08|2024-09,1222615.0,36.0,36.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,C,제조업,11,음료 제조업,음식료,A,direct,식료품(10)과 함께 '음식료'에 대응,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,C,제조업,16,목재 및 나무제품 제조업;가구제외,목재종이,A,direct,펄프·종이(17)와 함께 대응,3,2024-07|2024-08|2024-09,53249.0,6.0,6.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,C,제조업,20,화학물질 및 화학제품 제조업;의약품 제외,석유화학,A,direct,석유정제(19)와 함께 대응,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,C,제조업,23,비금속 광물제품 제조업,비금속,A,direct,명칭·범위 직접 대응,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,C,제조업,24,1차 금속 제조업,철강,B,approximate,24는 비철금속도 포함해 '철강'보다 범위가 넓다,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,C,제조업,25,금속가공제품 제조업;기계 및 가구 제외,기계,C,ambiguous,KICOX 에서 금속가공이 '철강'과 '기계' 중 어디로 집계되는지 공표 정의로 확정 불가,3,2024-07|2024-08|2024-09,760261.0,5.0,5.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,C,제조업,26,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,전기전자,A,direct,28과 함께 대응,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,C,제조업,28,전기장비 제조업,전기전자,A,direct,26과 함께 대응,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,C,제조업,29,기타 기계 및 장비 제조업,기계,A,direct,KICOX '기계'의 중심 범위,3,2024-07|2024-08|2024-09,195772.0,8.0,8.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,C,제조업,30,자동차 및 트레일러 제조업,운송장비,A,direct,31과 함께 대응,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,C,제조업,31,기타 운송장비 제조업,운송장비,A,direct,30과 함께 대응,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,C,제조업,32,가구 제조업,기타,C,ambiguous,KICOX '기타' 구성 미공표,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,C,제조업,34,산업용 기계 및 장비 수리업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,16365.0,5.0,5.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,D,"전기, 가스, 증기 및 공기 조절 공급업",35,전기/ 가스/ 증기 및 공기조절 공급업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,39053.0,33.0,33.666666666666664,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,E,"수도, 하수 및 폐기물 처리, 원료 재생업",36,수도업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,92060.0,39.0,39.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,E,"수도, 하수 및 폐기물 처리, 원료 재생업",37,하수/ 폐수 및 분뇨 처리업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,E,"수도, 하수 및 폐기물 처리, 원료 재생업",38,폐기물 수집운반/ 처리 및 원료재생업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,98256.0,6.0,6.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,E,"수도, 하수 및 폐기물 처리, 원료 재생업",39,환경 정화 및 복원업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,F,건설업,41,종합 건설업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,46603.0,16.0,15.333333333333334,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,F,건설업,42,전문직별 공사업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,G,도매 및 소매업,46,도매 및 상품중개업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,85877.0,10.0,10.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,G,도매 및 소매업,47,소매업; 자동차 제외,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,156569.0,33.0,32.666666666666664,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,H,운수 및 창고업,50,수상 운송업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,H,운수 및 창고업,52,창고 및 운송관련 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,83759.0,33.0,32.333333333333336,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,I,숙박 및 음식점업,55,숙박업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,159068.0,21.0,21.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,I,숙박 및 음식점업,56,음식점 및 주점업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,632257.0,81.0,81.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,J,정보통신업,58,출판업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,J,정보통신업,60,방송업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,22627.0,36.0,36.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,J,정보통신업,61,우편 및 통신업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,189592.0,136.0,135.33333333333334,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,K,금융 및 보험업,64,금융업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,L,부동산업,68,부동산업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,609903.0,109.0,107.66666666666667,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,M,"전문, 과학 및 기술 서비스업",71,전문서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,M,"전문, 과학 및 기술 서비스업",72,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업시설 관리 및 조경 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,N,"사업시설 관리, 사업 지원 및 임대 서비스업",75,사업지원 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,O,"공공 행정, 국방 및 사회보장 행정",84,공공행정/ 국방 및 사회보장 행정,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,54334.0,83.0,81.66666666666667,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,P,교육 서비스업,85,교육 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,66569.0,6.0,6.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,Q,보건업 및 사회복지 서비스업,86,보건업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,13259.0,6.0,6.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,191968.0,12.0,12.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,S,"협회 및 단체, 수리 및 기타 개인 서비스업",94,협회 및 단체,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,140007.0,32.0,32.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산합포구,진전면,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,450438.0,36.0,36.0,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산회원구,내서읍,A,"농업, 임업 및 어업",01,농업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,795305.0,937.0,933.3333333333334,0,0,COMPLETE,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산회원구,내서읍,A,"농업, 임업 및 어업",03,어업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산회원구,내서읍,B,광업,06,금속 광업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
2024Q3,마산회원구,내서읍,B,광업,07,비금속광물 광업;연료용 제외,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2024-07|2024-08|2024-09,,,,1,1,SUPPRESSED,(제공)2407_09_산업분류별-법정동별 전력데이터.xlsx
