period,district,legal_dong,ksic_major_code,ksic_major_name,ksic_mid_code,ksic_mid_name,kicox_industry,mapping_grade,mapping_type,mapping_rationale,months_observed,months,power_usage,customer_count_qe,customer_count_mean,suppression_flag,missing_flag,coverage_flag,source_file
2022Q2,마산합포구,진동면,A,"농업, 임업 및 어업",01,농업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,1422044.0,560.0,554.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,A,"농업, 임업 및 어업",03,어업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,131857.0,16.0,16.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,C,제조업,10,식료품 제조업,음식료,A,direct,음료(11)와 함께 '음식료'에 대응,3,2022-04|2022-05|2022-06,590435.0,47.0,47.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,C,제조업,13,섬유제품 제조업; 의복제외,섬유의복,A,direct,의복(14)과 함께 대응,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,C,제조업,15,가죽/ 가방 및 신발 제조업,섬유의복,B,approximate,KICOX '섬유의복' 범위에 가죽이 포함되는지 공표 정의로 확정 불가. 부분포함 가능,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,C,제조업,16,목재 및 나무제품 제조업;가구제외,목재종이,A,direct,펄프·종이(17)와 함께 대응,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,C,제조업,20,화학물질 및 화학제품 제조업;의약품 제외,석유화학,A,direct,석유정제(19)와 함께 대응,3,2022-04|2022-05|2022-06,15221.0,5.0,5.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,C,제조업,21,의료용 물질 및 의약품 제조업,석유화학,C,ambiguous,의약품이 '석유화학'에 포함되는지 불확실,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,C,제조업,22,고무제품 및 플라스틱제품 제조업,석유화학,B,approximate,관행상 화학계열로 묶이나 KICOX 공표 정의로 확정 불가,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,C,제조업,23,비금속 광물제품 제조업,비금속,A,direct,명칭·범위 직접 대응,3,2022-04|2022-05|2022-06,21185.0,5.0,5.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,C,제조업,25,금속가공제품 제조업;기계 및 가구 제외,기계,C,ambiguous,KICOX 에서 금속가공이 '철강'과 '기계' 중 어디로 집계되는지 공표 정의로 확정 불가,3,2022-04|2022-05|2022-06,453627.0,8.0,8.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,C,제조업,26,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,전기전자,A,direct,28과 함께 대응,3,2022-04|2022-05|2022-06,42653.0,8.0,8.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,C,제조업,27,의료/ 정밀/ 광학기기 및 시계 제조업,전기전자,B,approximate,KICOX '전기전자'에 포함되는 것으로 보이나 의료기기 범위가 불확실,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,C,제조업,28,전기장비 제조업,전기전자,A,direct,26과 함께 대응,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,C,제조업,29,기타 기계 및 장비 제조업,기계,A,direct,KICOX '기계'의 중심 범위,3,2022-04|2022-05|2022-06,86479.0,18.0,18.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,C,제조업,30,자동차 및 트레일러 제조업,운송장비,A,direct,31과 함께 대응,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,C,제조업,31,기타 운송장비 제조업,운송장비,A,direct,30과 함께 대응,3,2022-04|2022-05|2022-06,70591.0,8.0,8.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,C,제조업,32,가구 제조업,기타,C,ambiguous,KICOX '기타' 구성 미공표,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,C,제조업,34,산업용 기계 및 장비 수리업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,11031.0,7.0,7.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,D,"전기, 가스, 증기 및 공기 조절 공급업",35,전기/ 가스/ 증기 및 공기조절 공급업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,72821.0,27.0,26.666666666666668,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,E,"수도, 하수 및 폐기물 처리, 원료 재생업",36,수도업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,97560.0,28.0,28.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,E,"수도, 하수 및 폐기물 처리, 원료 재생업",37,하수/ 폐수 및 분뇨 처리업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,447823.0,9.0,9.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,E,"수도, 하수 및 폐기물 처리, 원료 재생업",38,폐기물 수집운반/ 처리 및 원료재생업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,E,"수도, 하수 및 폐기물 처리, 원료 재생업",39,환경 정화 및 복원업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,F,건설업,41,종합 건설업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,17442.0,21.0,21.333333333333332,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,F,건설업,42,전문직별 공사업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,,15.0,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,G,도매 및 소매업,45,자동차 및 부품 판매업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,G,도매 및 소매업,46,도매 및 상품중개업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,160023.0,34.0,34.333333333333336,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,G,도매 및 소매업,47,소매업; 자동차 제외,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,730180.0,125.0,125.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,H,운수 및 창고업,49,육상운송 및 파이프라인 운송업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,H,운수 및 창고업,52,창고 및 운송관련 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,644121.0,73.0,72.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,I,숙박 및 음식점업,55,숙박업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,47720.0,7.0,7.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,I,숙박 및 음식점업,56,음식점 및 주점업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,888740.0,209.0,209.33333333333334,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,J,정보통신업,59,영상·오디오 기록물 제작 및 배급업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,J,정보통신업,60,방송업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,8622.0,14.0,14.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,J,정보통신업,61,우편 및 통신업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,205104.0,119.0,117.66666666666667,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,K,금융 및 보험업,64,금융업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,K,금융 및 보험업,66,금융 및 보험 관련 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,L,부동산업,68,부동산업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,1217963.0,325.0,323.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,M,"전문, 과학 및 기술 서비스업",70,연구개발업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,M,"전문, 과학 및 기술 서비스업",71,전문서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,M,"전문, 과학 및 기술 서비스업",72,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,N,"사업시설 관리, 사업 지원 및 임대 서비스업",74,사업시설 관리 및 조경 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,N,"사업시설 관리, 사업 지원 및 임대 서비스업",75,사업지원 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,74997.0,19.0,19.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,O,"공공 행정, 국방 및 사회보장 행정",84,공공행정/ 국방 및 사회보장 행정,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,119458.0,34.0,34.666666666666664,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,P,교육 서비스업,85,교육 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,416154.0,31.0,31.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,Q,보건업 및 사회복지 서비스업,86,보건업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,237800.0,11.0,11.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,148803.0,17.0,16.666666666666668,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,R,"예술, 스포츠 및 여가관련 서비스업",90,창작/ 예술 및 여가관련 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,20415.0,5.0,5.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,271985.0,26.0,26.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,S,"협회 및 단체, 수리 및 기타 개인 서비스업",94,협회 및 단체,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,73452.0,27.0,26.333333333333332,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,42477.0,11.0,11.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진동면,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,459157.0,154.0,154.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,A,"농업, 임업 및 어업",01,농업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,3012646.0,822.0,819.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,A,"농업, 임업 및 어업",03,어업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,10,식료품 제조업,음식료,A,direct,음료(11)와 함께 '음식료'에 대응,3,2022-04|2022-05|2022-06,425672.0,31.0,30.333333333333332,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,13,섬유제품 제조업; 의복제외,섬유의복,A,direct,의복(14)과 함께 대응,3,2022-04|2022-05|2022-06,93661.0,5.0,5.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,14,의복/ 의복액세서리 및 모피제품 제조업,섬유의복,A,direct,섬유(13)와 함께 대응,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,16,목재 및 나무제품 제조업;가구제외,목재종이,A,direct,펄프·종이(17)와 함께 대응,3,2022-04|2022-05|2022-06,65886.0,5.0,5.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,17,펄프/ 종이 및 종이제품 제조업,목재종이,A,direct,목재(16)와 함께 대응,3,2022-04|2022-05|2022-06,89357.0,7.0,7.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,18,인쇄 및 기록매체 복제업,목재종이,C,ambiguous,KICOX '목재종이'에 인쇄가 포함되는지 불확실,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,20,화학물질 및 화학제품 제조업;의약품 제외,석유화학,A,direct,석유정제(19)와 함께 대응,3,2022-04|2022-05|2022-06,92347.0,8.0,7.666666666666667,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,22,고무제품 및 플라스틱제품 제조업,석유화학,B,approximate,관행상 화학계열로 묶이나 KICOX 공표 정의로 확정 불가,3,2022-04|2022-05|2022-06,2621417.0,18.0,18.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,23,비금속 광물제품 제조업,비금속,A,direct,명칭·범위 직접 대응,3,2022-04|2022-05|2022-06,1758745.0,18.0,18.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,24,1차 금속 제조업,철강,B,approximate,24는 비철금속도 포함해 '철강'보다 범위가 넓다,3,2022-04|2022-05|2022-06,1298759.0,20.0,20.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,25,금속가공제품 제조업;기계 및 가구 제외,기계,C,ambiguous,KICOX 에서 금속가공이 '철강'과 '기계' 중 어디로 집계되는지 공표 정의로 확정 불가,3,2022-04|2022-05|2022-06,2685830.0,39.0,39.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,26,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,전기전자,A,direct,28과 함께 대응,3,2022-04|2022-05|2022-06,609704.0,6.0,6.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,27,의료/ 정밀/ 광학기기 및 시계 제조업,전기전자,B,approximate,KICOX '전기전자'에 포함되는 것으로 보이나 의료기기 범위가 불확실,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,28,전기장비 제조업,전기전자,A,direct,26과 함께 대응,3,2022-04|2022-05|2022-06,872197.0,7.0,7.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,29,기타 기계 및 장비 제조업,기계,A,direct,KICOX '기계'의 중심 범위,3,2022-04|2022-05|2022-06,4304145.0,57.0,57.666666666666664,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,30,자동차 및 트레일러 제조업,운송장비,A,direct,31과 함께 대응,3,2022-04|2022-05|2022-06,9531228.0,24.0,24.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,31,기타 운송장비 제조업,운송장비,A,direct,30과 함께 대응,3,2022-04|2022-05|2022-06,1410096.0,16.0,16.0,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,32,가구 제조업,기타,C,ambiguous,KICOX '기타' 구성 미공표,3,2022-04|2022-05|2022-06,11397.0,7.0,6.333333333333333,0,0,COMPLETE,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,33,기타 제품 제조업,기타,C,ambiguous,KICOX '기타' 구성 미공표,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
2022Q2,마산합포구,진북면,C,제조업,34,산업용 기계 및 장비 수리업,,D,unavailable,기존 crosswalk에 중분류 코드 없음; 강제 배정하지 않음,3,2022-04|2022-05|2022-06,,,,1,1,SUPPRESSED,(제공)2022_12345월_산업분류별-법정동별 전력데이터.xlsx|(제공)2206_산업분류별-법정동별 전력데이터.xlsx
