model_id,scenario_id,c1_range_violations,c1_boundary_contradictions,c1_monotonicity_violations,c1_dominance_violations,c1_row_order_independent,c1_pass,c2_agreement_rate,c2_denominator_n,c2_threshold,c2_pass,c2_source_run_id,c3_retention_mean,c3_retention_p05,c3_retention_min,c3_threshold_mean,c3_threshold_p05,c3_pass,c3_source_run_id,c4_cases_total,c4_cases_passed,c4_pass_rate,c4_pass,c4_failed_case_ids,s1_reference_compatible_subspace,s1_full_space,s1_crisp_subspace,s1_threshold,s1_pass,s1_scope,overall_status,blocked_by,rationale,run_id,run_started_at,input_sha256,prereg_sha256,prereg_status,prereg_amendment_ids,phase
v1.0_crisp,기준,0,0,0,0,True,True,1.0,160,0.95,True,20260916T152923842200Z-3c7692cc,0.914875,0.875,0.825,0.95,0.9,False,20260916T152923842200Z-3c7692cc,3,1,0.3333333333333333,False,"RC1,RC2",0.10112359550561797,0.011235955056179775,0.1797752808988764,0.3,False,parameter_space_level,BLOCKED_MULTIPLE,"C3,C4,S1",v1.0_crisp/기준: C3 미통과; C4 미통과; S1 미통과.,20260916T154838264753Z-3c7692cc,2026-09-16T15:48:38.264753+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,2e705ec469750609c6d2617daa47a33651f237ca1659d3fc9556011d5ee4f0e7,DRAFT,"AM1,AM2,AM3",3
v1.0_crisp,고용중시,0,0,0,0,True,True,0.8,160,0.95,False,20260916T152923842200Z-3c7692cc,0.934859375,0.9,0.85625,0.95,0.9,False,20260916T152923842200Z-3c7692cc,3,3,1.0,True,,0.10112359550561797,0.011235955056179775,0.1797752808988764,0.3,False,parameter_space_level,BLOCKED_MULTIPLE,"C2,C3,S1","고용중시 시나리오(λ=0.60)는 v1.0 0.800 / D 0.913 으로 C2 미달. D 가 v1.0 대비 배정절차 강건성에서 개선되며, 이는 예측 타깃과 무관한 구조적 증거다.",20260916T154838264753Z-3c7692cc,2026-09-16T15:48:38.264753+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,2e705ec469750609c6d2617daa47a33651f237ca1659d3fc9556011d5ee4f0e7,DRAFT,"AM1,AM2,AM3",3
v1.0_crisp,지속성중시,0,0,0,0,True,True,1.0,160,0.95,True,20260916T152923842200Z-3c7692cc,0.9096875,0.85625,0.79375,0.95,0.9,False,20260916T152923842200Z-3c7692cc,3,1,0.3333333333333333,False,"RC1,RC2",0.10112359550561797,0.011235955056179775,0.1797752808988764,0.3,False,parameter_space_level,BLOCKED_MULTIPLE,"C3,C4,S1",v1.0_crisp/지속성중시: C3 미통과; C4 미통과; S1 미통과.,20260916T154838264753Z-3c7692cc,2026-09-16T15:48:38.264753+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,2e705ec469750609c6d2617daa47a33651f237ca1659d3fc9556011d5ee4f0e7,DRAFT,"AM1,AM2,AM3",3
D_small_indifference,기준,0,0,0,0,True,True,1.0,160,0.95,True,20260916T152923842200Z-3c7692cc,0.906890625,0.8625,0.825,0.95,0.9,False,20260916T152923842200Z-3c7692cc,3,3,1.0,True,,0.10112359550561797,0.011235955056179775,0.1797752808988764,0.3,False,parameter_space_level,BLOCKED_MULTIPLE,"C3,S1",D_small_indifference/기준: C3 미통과; S1 미통과.,20260916T154838264753Z-3c7692cc,2026-09-16T15:48:38.264753+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,2e705ec469750609c6d2617daa47a33651f237ca1659d3fc9556011d5ee4f0e7,DRAFT,"AM1,AM2,AM3",3
D_small_indifference,고용중시,0,0,0,0,True,True,0.9125,160,0.95,False,20260916T152923842200Z-3c7692cc,0.922890625,0.8875,0.85625,0.95,0.9,False,20260916T152923842200Z-3c7692cc,3,3,1.0,True,,0.10112359550561797,0.011235955056179775,0.1797752808988764,0.3,False,parameter_space_level,BLOCKED_MULTIPLE,"C2,C3,S1","고용중시 시나리오(λ=0.60)는 v1.0 0.800 / D 0.913 으로 C2 미달. D 가 v1.0 대비 배정절차 강건성에서 개선되며, 이는 예측 타깃과 무관한 구조적 증거다.",20260916T154838264753Z-3c7692cc,2026-09-16T15:48:38.264753+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,2e705ec469750609c6d2617daa47a33651f237ca1659d3fc9556011d5ee4f0e7,DRAFT,"AM1,AM2,AM3",3
D_small_indifference,지속성중시,0,0,0,0,True,True,1.0,160,0.95,True,20260916T152923842200Z-3c7692cc,0.903671875,0.85625,0.8,0.95,0.9,False,20260916T152923842200Z-3c7692cc,3,3,1.0,True,,0.10112359550561797,0.011235955056179775,0.1797752808988764,0.3,False,parameter_space_level,BLOCKED_MULTIPLE,"C3,S1",D_small_indifference/지속성중시: C3 미통과; S1 미통과.,20260916T154838264753Z-3c7692cc,2026-09-16T15:48:38.264753+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,2e705ec469750609c6d2617daa47a33651f237ca1659d3fc9556011d5ee4f0e7,DRAFT,"AM1,AM2,AM3",3
