selected_on_calibration,final_decision,holdout_used_for_selection,holdout_improvement_test_count,external_alignment_improved,external_direction_supported,holdout_ordered_next_negative,minimum_p_perturbation_retention,leave_one_industry_selection_retention,calibration_period,holdout_period,candidate_file_created,adoption_status,reason,run_id,run_started_at,source_run_id,input_sha256,base_parameter_sha256,candidate_config_sha256,model_spec_version
D_small_indifference,INSUFFICIENT_EVIDENCE,False,2,True,False,False,0.96875,0.9,2022Q1-2024Q4,2025Q1-2026Q2,False,NO_QP_CANDIDATE_ADOPTED,일부 holdout 지표는 개선됐으나 단계 순서와 양의 외적 정합성이 입증되지 않아 채택 근거 부족,20260916T071935761828Z-c4693433,2026-09-16T07:19:35.761828+00:00,20260916T061849980743Z-d1794cbf,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0,acabbcc13c428a79a34de3f069923be0d532dba0839246a12282082cd6e53007,changwon-transition-diagnosis-model/1.1.0-calibration
