issue,affected_periods,affected_rows,resolution
header_value_code_name_order_mismatch,2022-06|2022-07|2022-08|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03,7737,swapped by code-value shape; raw files unchanged
