wanted_auth_no,kicox_industry,industrial_complex_match_status,priority_industry,posting_activity_status,job_relevance_class,detail_collection_status,detail_needed,detail_priority,duplicate_group_id,repost_candidate,reason,http_collection_authorized
K131132609040008,기계,CONFIRMED,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P3,,False,CONFIRMED_PRIORITY_BUT_EXPIRED,False
K131132609070004,기계,CONFIRMED,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P3,,False,CONFIRMED_PRIORITY_BUT_EXPIRED,False
K131132609070018,기계,CONFIRMED,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P3,,False,CONFIRMED_PRIORITY_BUT_EXPIRED,False
K131132609070019,기계,CONFIRMED,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P3,,False,CONFIRMED_PRIORITY_BUT_EXPIRED,False
K131132609070020,기계,CONFIRMED,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P3,,False,CONFIRMED_PRIORITY_BUT_EXPIRED,False
K131132609070022,기계,CONFIRMED,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P3,,False,CONFIRMED_PRIORITY_BUT_EXPIRED,False
K131132609070024,기계,CONFIRMED,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P3,,False,CONFIRMED_PRIORITY_BUT_EXPIRED,False
K131132609070056,기계,CONFIRMED,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P3,,False,CONFIRMED_PRIORITY_BUT_EXPIRED,False
K131132609080006,기계,CONFIRMED,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P3,,False,CONFIRMED_PRIORITY_BUT_EXPIRED,False
K131132609080022,기계,CONFIRMED,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P3,,False,CONFIRMED_PRIORITY_BUT_EXPIRED,False
K131132609080039,기계,CONFIRMED,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P3,,False,CONFIRMED_PRIORITY_BUT_EXPIRED,False
K131132609080058,기계,CONFIRMED,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P3,,False,CONFIRMED_PRIORITY_BUT_EXPIRED,False
K131132609080068,기계,CONFIRMED,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P3,,False,CONFIRMED_PRIORITY_BUT_EXPIRED,False
K131132609080069,기계,CONFIRMED,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P3,,False,CONFIRMED_PRIORITY_BUT_EXPIRED,False
K131132609080071,기계,CONFIRMED,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P3,,False,CONFIRMED_PRIORITY_BUT_EXPIRED,False
K131132609080072,기계,CONFIRMED,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P3,,False,CONFIRMED_PRIORITY_BUT_EXPIRED,False
K131112607310019,목재종이,UNKNOWN,True,ACTIVE,CORE_INDUSTRIAL,SUCCESS,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609070060,목재종이,UNKNOWN,True,EXPIRED,UNKNOWN,FAILED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609180027,목재종이,UNKNOWN,True,ACTIVE,INDUSTRIAL_SUPPORT,SUCCESS,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608190052,목재종이,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608190054,목재종이,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608260052,목재종이,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609070031,목재종이,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609140036,목재종이,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609170053,목재종이,UNKNOWN,True,ACTIVE,GENERAL_NONCORE,SUCCESS,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
KEC0052609140005,목재종이,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112607230031,기계,UNKNOWN,True,EXPIRED,UNKNOWN,FAILED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112607230044,기계,UNKNOWN,True,EXPIRED,UNKNOWN,FAILED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112607230045,기계,UNKNOWN,True,EXPIRED,UNKNOWN,FAILED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112607240010,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608030015,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608040016,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608070008,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608100004,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608120007,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608120009,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608120040,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608140025,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608140026,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608180006,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608200008,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608200029,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608200042,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608240007,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608240043,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608240050,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608240051,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608240052,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608240053,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608240054,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608250020,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608250022,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608260027,기계,UNKNOWN,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608260033,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608270015,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608270029,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608270034,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608270035,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608310019,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112608310024,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609010009,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609010010,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609010011,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609010039,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609010047,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609020001,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609020011,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609020025,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609020063,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609030020,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609030026,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609040001,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609040010,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609040011,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609040012,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609070005,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609070016,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609070021,기계,UNKNOWN,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609070046,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609070056,기계,UNKNOWN,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609070058,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609080007,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609080020,기계,UNKNOWN,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609090007,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609090041,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609100013,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609110028,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609110029,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609140024,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609140032,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609140035,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609140044,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609150026,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609150032,기계,UNKNOWN,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609160021,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609170007,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609170032,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609170033,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609180012,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131112609180030,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132607210045,기계,UNKNOWN,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132607230022,기계,UNKNOWN,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132607230023,기계,UNKNOWN,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132607270024,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132607270066,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132607280015,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132607300022,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132607310033,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608030034,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608040010,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608040019,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608050042,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608050044,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608050047,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608060010,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608070045,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608100060,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608100061,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608100103,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608120038,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608120054,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608120056,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608120068,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608130038,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608140005,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608140007,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608180021,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608180098,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608180102,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608190023,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608190035,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608190060,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608200012,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608200041,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608200044,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608210049,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608210052,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608240005,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608240013,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608240021,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608240060,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608250058,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608260079,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608270042,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608270044,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608270047,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608310002,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
