wanted_auth_no,kicox_industry,industrial_complex_match_status,priority_industry,posting_activity_status,job_relevance_class,detail_collection_status,detail_needed,detail_priority,duplicate_group_id,repost_candidate,reason,http_collection_authorized
K131132609160022,전기전자,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609170021,전기전자,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609170023,전기전자,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609170033,전기전자,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609180009,전기전자,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609180019,전기전자,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609180049,전기전자,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
KEC0132609070004,전기전자,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
KEC0132609070005,전기전자,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
KEC0132609070006,전기전자,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
KF10532608250003,전기전자,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
KF10532609090002,전기전자,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
KF10802607280012,전기전자,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
KJSA002609090061,전기전자,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
KJSA002609090062,전기전자,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112607220011,운송장비,UNKNOWN,False,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112608110009,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112608110029,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112608190021,운송장비,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112608250027,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112608270022,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112609070036,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112609070044,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112609070045,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112609100011,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112609150033,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112609160004,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112609160017,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112609160020,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112609170016,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112609170020,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112609170024,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112609180017,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112609180022,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132607210031,운송장비,CONFIRMED,False,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132607210054,운송장비,POSSIBLE,False,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132607240058,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132607310009,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132607310010,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132607310020,운송장비,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132607310021,운송장비,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608040033,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608110002,운송장비,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608110031,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608110044,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608120020,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608180075,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608190055,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608210018,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608210030,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608240048,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608240059,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608250001,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608250034,운송장비,CONFIRMED,False,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608260021,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608260023,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608260056,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608260058,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608270040,운송장비,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608280015,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608280039,운송장비,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608310015,운송장비,CONFIRMED,False,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608310037,운송장비,CONFIRMED,False,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608310070,운송장비,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609010056,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609020023,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609020070,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609030008,운송장비,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609040020,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609040028,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609040044,운송장비,UNKNOWN,False,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609070002,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609070028,운송장비,CONFIRMED,False,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609070043,운송장비,UNKNOWN,False,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609070080,운송장비,CONFIRMED,False,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609070091,운송장비,UNKNOWN,False,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609080043,운송장비,UNKNOWN,False,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609080047,운송장비,UNKNOWN,False,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609090033,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609090035,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609100018,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609100019,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609100033,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609100040,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609100046,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609100048,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609100050,운송장비,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609110021,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609110041,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609110042,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609110043,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609140009,운송장비,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609140012,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609140028,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609140029,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609140032,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609140044,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609140056,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609140077,운송장비,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609150008,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609150009,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609150010,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609150016,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609150017,운송장비,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609150043,운송장비,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609170026,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609180025,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609180031,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609180039,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
KEC0132609140002,운송장비,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
KEC0132609140005,운송장비,POSSIBLE,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
KEC0132609140006,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
KF10532608130003,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
KF10532609140004,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
KF10802608310008,운송장비,CONFIRMED,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
KJSA002609140012,운송장비,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112607230043,기타,UNKNOWN,False,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131112609140016,기타,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132608180044,기타,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609080044,기타,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609080045,기타,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609080048,기타,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
K131132609080049,기타,UNKNOWN,False,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P5,,False,NON_PRIORITY_KICOX_MAPPING,False
