industry,quarter,firms_op,firms_op_lag4,firms_in,firm_count_delta_qoq,firm_count_delta_yoy,firm_count_changed_yoy,emp_per_firm,small_firm_count_flag,small_firm_caution,residual_category,run_id,run_started_at,input_sha256,input_sha256_raw_bytes,model_spec_version,parameter_set_id,parameter_status,effective_parameter_status,parameter_file_sha256
운송장비,2024Q2,237.0,240.0,243.0,-3.0,-3.0,True,70.90717299578058,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
운송장비,2024Q3,239.0,239.0,247.0,2.0,0.0,False,70.23430962343096,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
운송장비,2024Q4,242.0,241.0,247.0,3.0,1.0,True,71.0909090909091,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
운송장비,2025Q1,243.0,240.0,253.0,1.0,3.0,True,68.06995884773663,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
운송장비,2025Q2,244.0,237.0,252.0,1.0,7.0,True,67.36475409836065,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
운송장비,2025Q3,248.0,239.0,251.0,4.0,9.0,True,65.625,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
운송장비,2025Q4,247.0,242.0,253.0,-1.0,5.0,True,65.96356275303644,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
운송장비,2026Q1,246.0,243.0,252.0,-1.0,3.0,True,66.5650406504065,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
운송장비,2026Q2,245.0,244.0,254.0,-1.0,1.0,True,66.56326530612245,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
음식료,2022Q1,6.0,4.0,9.0,,2.0,True,122.16666666666667,True,가동업체 수가 적어 개별 업체 수준 변화가 업종 집계에 크게 반영될 수 있음. 현재 집계자료만으로 업체 수 변화가 고용 변화의 원인이라고 판단할 수 없음.,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
음식료,2022Q2,6.0,5.0,9.0,0.0,1.0,True,132.83333333333334,True,가동업체 수가 적어 개별 업체 수준 변화가 업종 집계에 크게 반영될 수 있음. 현재 집계자료만으로 업체 수 변화가 고용 변화의 원인이라고 판단할 수 없음.,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
음식료,2022Q3,6.0,6.0,9.0,0.0,0.0,False,128.33333333333334,True,가동업체 수가 적어 개별 업체 수준 변화가 업종 집계에 크게 반영될 수 있음. 현재 집계자료만으로 업체 수 변화가 고용 변화의 원인이라고 판단할 수 없음.,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
음식료,2022Q4,5.0,6.0,8.0,-1.0,-1.0,True,184.8,True,가동업체 수가 적어 개별 업체 수준 변화가 업종 집계에 크게 반영될 수 있음. 현재 집계자료만으로 업체 수 변화가 고용 변화의 원인이라고 판단할 수 없음.,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
음식료,2023Q1,5.0,6.0,8.0,0.0,-1.0,True,171.8,True,가동업체 수가 적어 개별 업체 수준 변화가 업종 집계에 크게 반영될 수 있음. 현재 집계자료만으로 업체 수 변화가 고용 변화의 원인이라고 판단할 수 없음.,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
음식료,2023Q2,5.0,6.0,8.0,0.0,-1.0,True,181.8,True,가동업체 수가 적어 개별 업체 수준 변화가 업종 집계에 크게 반영될 수 있음. 현재 집계자료만으로 업체 수 변화가 고용 변화의 원인이라고 판단할 수 없음.,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
음식료,2023Q3,5.0,6.0,8.0,0.0,-1.0,True,173.6,True,가동업체 수가 적어 개별 업체 수준 변화가 업종 집계에 크게 반영될 수 있음. 현재 집계자료만으로 업체 수 변화가 고용 변화의 원인이라고 판단할 수 없음.,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
음식료,2023Q4,5.0,5.0,8.0,0.0,0.0,False,182.6,True,가동업체 수가 적어 개별 업체 수준 변화가 업종 집계에 크게 반영될 수 있음. 현재 집계자료만으로 업체 수 변화가 고용 변화의 원인이라고 판단할 수 없음.,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
음식료,2024Q1,5.0,5.0,8.0,0.0,0.0,False,175.6,True,가동업체 수가 적어 개별 업체 수준 변화가 업종 집계에 크게 반영될 수 있음. 현재 집계자료만으로 업체 수 변화가 고용 변화의 원인이라고 판단할 수 없음.,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
음식료,2024Q2,4.0,5.0,7.0,-1.0,-1.0,True,237.25,True,가동업체 수가 적어 개별 업체 수준 변화가 업종 집계에 크게 반영될 수 있음. 현재 집계자료만으로 업체 수 변화가 고용 변화의 원인이라고 판단할 수 없음.,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
음식료,2024Q3,4.0,5.0,7.0,0.0,-1.0,True,228.25,True,가동업체 수가 적어 개별 업체 수준 변화가 업종 집계에 크게 반영될 수 있음. 현재 집계자료만으로 업체 수 변화가 고용 변화의 원인이라고 판단할 수 없음.,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
음식료,2024Q4,4.0,5.0,7.0,0.0,-1.0,True,242.25,True,가동업체 수가 적어 개별 업체 수준 변화가 업종 집계에 크게 반영될 수 있음. 현재 집계자료만으로 업체 수 변화가 고용 변화의 원인이라고 판단할 수 없음.,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
음식료,2025Q1,4.0,5.0,7.0,0.0,-1.0,True,200.0,True,가동업체 수가 적어 개별 업체 수준 변화가 업종 집계에 크게 반영될 수 있음. 현재 집계자료만으로 업체 수 변화가 고용 변화의 원인이라고 판단할 수 없음.,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
음식료,2025Q2,4.0,4.0,7.0,0.0,0.0,False,165.0,True,가동업체 수가 적어 개별 업체 수준 변화가 업종 집계에 크게 반영될 수 있음. 현재 집계자료만으로 업체 수 변화가 고용 변화의 원인이라고 판단할 수 없음.,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
음식료,2025Q3,4.0,4.0,7.0,0.0,0.0,False,163.5,True,가동업체 수가 적어 개별 업체 수준 변화가 업종 집계에 크게 반영될 수 있음. 현재 집계자료만으로 업체 수 변화가 고용 변화의 원인이라고 판단할 수 없음.,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
음식료,2025Q4,4.0,4.0,7.0,0.0,0.0,False,163.25,True,가동업체 수가 적어 개별 업체 수준 변화가 업종 집계에 크게 반영될 수 있음. 현재 집계자료만으로 업체 수 변화가 고용 변화의 원인이라고 판단할 수 없음.,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
음식료,2026Q1,4.0,4.0,7.0,0.0,0.0,False,157.0,True,가동업체 수가 적어 개별 업체 수준 변화가 업종 집계에 크게 반영될 수 있음. 현재 집계자료만으로 업체 수 변화가 고용 변화의 원인이라고 판단할 수 없음.,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
음식료,2026Q2,4.0,4.0,7.0,0.0,0.0,False,158.75,True,가동업체 수가 적어 개별 업체 수준 변화가 업종 집계에 크게 반영될 수 있음. 현재 집계자료만으로 업체 수 변화가 고용 변화의 원인이라고 판단할 수 없음.,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
전기전자,2022Q1,538.0,527.0,567.0,,11.0,True,51.03903345724907,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
전기전자,2022Q2,545.0,539.0,571.0,7.0,6.0,True,50.35045871559633,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
전기전자,2022Q3,542.0,542.0,570.0,-3.0,0.0,False,49.59409594095941,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
전기전자,2022Q4,545.0,543.0,570.0,3.0,2.0,True,44.607339449541286,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
전기전자,2023Q1,544.0,538.0,577.0,-1.0,6.0,True,52.963235294117645,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
전기전자,2023Q2,554.0,545.0,587.0,10.0,9.0,True,51.75812274368231,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
전기전자,2023Q3,555.0,542.0,589.0,1.0,13.0,True,51.945945945945944,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
전기전자,2023Q4,559.0,545.0,592.0,4.0,14.0,True,51.47942754919499,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
전기전자,2024Q1,556.0,544.0,593.0,-3.0,12.0,True,52.555755395683455,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
전기전자,2024Q2,562.0,554.0,615.0,6.0,8.0,True,52.3932384341637,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
전기전자,2024Q3,574.0,555.0,624.0,12.0,19.0,True,50.926829268292686,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
전기전자,2024Q4,580.0,559.0,634.0,6.0,21.0,True,50.675862068965515,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
전기전자,2025Q1,573.0,556.0,633.0,-7.0,17.0,True,49.41361256544503,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
전기전자,2025Q2,571.0,562.0,639.0,-2.0,9.0,True,49.20315236427321,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
전기전자,2025Q3,572.0,574.0,634.0,1.0,-2.0,True,49.12412587412587,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
전기전자,2025Q4,579.0,580.0,645.0,7.0,-1.0,True,48.362694300518136,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
전기전자,2026Q1,589.0,573.0,647.0,10.0,16.0,True,47.44312393887946,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
전기전자,2026Q2,590.0,571.0,651.0,1.0,19.0,True,47.42203389830509,False,,False,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
